ORDERID,LINENUMBER,SUBLINENUMBER,EVENTTYPEID,COLUMN_NAME,VALUE_FILE1,VALUE_FILE2
BB-406300176A-406300179A-8796552,20240723,2715341190,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-406650659A-406650662A-13899281,20240725,2856930688,BroadBand Closed,PONUMBER,13811314001,464702.0
BB-406650659A-406650662A-13899281,20240725,2856930688,BroadBand Closed,BILLTOADDRESS3,20240730134825.0,20240730000000
BB-406650659A-406650662A-13899281,20240725,2856930688,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-406650659A-406650662A-8796552,20240725,2856930677,BroadBand Closed,PONUMBER,13811314001,464702.0
BB-406650659A-406650662A-8796552,20240725,2856930677,BroadBand Closed,BILLTOADDRESS3,20240730134825.0,20240730000000
BB-406650659A-406650662A-8796552,20240725,2856930677,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-406650659A-406650662A-9210852,20240725,2856930682,BroadBand Closed,PONUMBER,13811314001,464702.0
BB-406650659A-406650662A-9210852,20240725,2856930682,BroadBand Closed,BILLTOADDRESS3,20240730134825.0,20240730000000
BB-406650659A-406650662A-9210852,20240725,2856930682,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-405219476A-405219479A-9324273,20240717,95329576,BroadBand Closed,PONUMBER,13811262919,459568.0
BB-405219476A-405219479A-9324273,20240717,95329576,BroadBand Closed,BILLTOADDRESS3,20240730084639.0,20240730000000
BB-405219476A-405219479A-9324273,20240717,95329576,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-405797694A-405797698A-9046602,20240720,132400307,BroadBand Closed,PONUMBER,13811276041,460859.0
BB-405797694A-405797698A-9046602,20240720,132400307,BroadBand Closed,BILLTOADDRESS3,20240730134815.0,20240730000000
BB-405797694A-405797698A-9046602,20240720,132400307,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-406827184A-406827187A-9046552,20240726,124843344,BroadBand Closed,PONUMBER,13811280427,461342.0
BB-406827184A-406827187A-9046552,20240726,124843344,BroadBand Closed,BILLTOADDRESS3,20240730134822.0,20240730000000
BB-406827184A-406827187A-9046552,20240726,124843344,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-406297529A-406297531A-9210852,20240723,131059460,BroadBand Closed,PONUMBER,13811257473,459015.0
BB-406297529A-406297531A-9210852,20240723,131059460,BroadBand Closed,BILLTOADDRESS3,20240730005613.0,20240730000000
BB-406297529A-406297531A-9210852,20240723,131059460,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-406297529A-406297531A-9324273,20240723,131836595,BroadBand Closed,PONUMBER,13811257473,459015.0
BB-406297529A-406297531A-9324273,20240723,131836595,BroadBand Closed,BILLTOADDRESS3,20240730005613.0,20240730000000
BB-406297529A-406297531A-9324273,20240723,131836595,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-407610884A-407610887A-71506956,20240730,3096964578,BroadBand Closed,PONUMBER,13744146588,462427.0
BB-407610884A-407610887A-71506956,20240730,3096964578,BroadBand Closed,BILLTOADDRESS3,20240730142413.0,20240730000000
BB-407610884A-407610887A-71506956,20240730,3096964578,BroadBand Closed,COMMENTS,Ceased Txn - BB-402692853A-402692856A-71506956-20240702-3096964578,Cessation Txn
BB-407610884A-407610887A-71506956,20240730,3096964578,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407610425A-407610426A-71964226,20240730,3052874535,BroadBand Closed,PONUMBER,13811254598,458748.0
BB-407610425A-407610426A-71964226,20240730,3052874535,BroadBand Closed,BILLTOADDRESS3,20240730142035.0,20240730000000
BB-407610425A-407610426A-71964226,20240730,3052874535,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407610884A-407610887A-71152596,20240730,3096963624,BroadBand Closed,PONUMBER,13744146588,462427.0
BB-407610884A-407610887A-71152596,20240730,3096963624,BroadBand Closed,BILLTOADDRESS3,20240730142413.0,20240730000000
BB-407610884A-407610887A-71152596,20240730,3096963624,BroadBand Closed,COMMENTS,Ceased Txn - BB-402692853A-402692856A-71152596-20240702-3096963624,Cessation Txn
BB-407610884A-407610887A-71152596,20240730,3096963624,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407610884A-407610887A-26029034,20240730,3096963621,BroadBand Closed,PONUMBER,13744146588,462427.0
BB-407610884A-407610887A-26029034,20240730,3096963621,BroadBand Closed,BILLTOADDRESS3,20240730142413.0,20240730000000
BB-407610884A-407610887A-26029034,20240730,3096963621,BroadBand Closed,COMMENTS,Ceased Txn - BB-402692853A-402692856A-26029034-20240702-3096963621,Cessation Txn
BB-407610884A-407610887A-26029034,20240730,3096963621,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407623997A-407623998A-3622025,20240730,3080352677,BroadBand Closed,PONUMBER,13712099216,464023.0
BB-407623997A-407623998A-3622025,20240730,3080352677,BroadBand Closed,BILLTOADDRESS3,20240730155207.0,20240730000000
BB-407623997A-407623998A-3622025,20240730,3080352677,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407610884A-407610887A-8873082,20240730,3096964573,BroadBand Closed,PONUMBER,13744146588,462427.0
BB-407610884A-407610887A-8873082,20240730,3096964573,BroadBand Closed,BILLTOADDRESS3,20240730142413.0,20240730000000
BB-407610884A-407610887A-8873082,20240730,3096964573,BroadBand Closed,COMMENTS,Ceased Txn - BB-402692853A-402692856A-8873082-20240702-3096964573,Cessation Txn
BB-407610884A-407610887A-8873082,20240730,3096964573,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407623997A-407623998A-71964226,20240730,3080352685,BroadBand Closed,PONUMBER,13712099216,464023.0
BB-407623997A-407623998A-71964226,20240730,3080352685,BroadBand Closed,BILLTOADDRESS3,20240730155207.0,20240730000000
BB-407623997A-407623998A-71964226,20240730,3080352685,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407623997A-407623998A-3548605,20240730,3080352676,BroadBand Closed,PONUMBER,13712099216,464023.0
BB-407623997A-407623998A-3548605,20240730,3080352676,BroadBand Closed,BILLTOADDRESS3,20240730155207.0,20240730000000
BB-407623997A-407623998A-3548605,20240730,3080352676,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407649912A-407649918A-2573035,20240730,3095080039,BroadBand Closed,PONUMBER,13740621201,464933.0
BB-407649912A-407649918A-2573035,20240730,3095080039,BroadBand Closed,BILLTOADDRESS3,20240730201447.0,20240730000000
BB-407649912A-407649918A-2573035,20240730,3095080039,BroadBand Closed,COMMENTS,Ceased Txn - BB-401441408A-401441411A-2573035-20240624-3095080039,Cessation Txn
BB-407649912A-407649918A-2573035,20240730,3095080039,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407610884A-407610887A-18655531,20240730,3096963638,BroadBand Closed,PONUMBER,13744146588,462427.0
BB-407610884A-407610887A-18655531,20240730,3096963638,BroadBand Closed,BILLTOADDRESS3,20240730142413.0,20240730000000
BB-407610884A-407610887A-18655531,20240730,3096963638,BroadBand Closed,COMMENTS,Ceased Txn - BB-402692853A-402692856A-18655531-20240702-3096963638,Cessation Txn
BB-407610884A-407610887A-18655531,20240730,3096963638,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407610425A-407610426A-18655531,20240730,3052874531,BroadBand Closed,PONUMBER,13811254598,458748.0
BB-407610425A-407610426A-18655531,20240730,3052874531,BroadBand Closed,BILLTOADDRESS3,20240730142035.0,20240730000000
BB-407610425A-407610426A-18655531,20240730,3052874531,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407598532A-407598533A-2572995,20240730,3101926567,BroadBand Closed,PONUMBER,13811266560,459933.0
BB-407598532A-407598533A-2572995,20240730,3101926567,BroadBand Closed,BILLTOADDRESS3,20240730122437.0,20240730000000
BB-407598532A-407598533A-2572995,20240730,3101926567,BroadBand Closed,COMMENTS,Ceased Txn - BB-405655149A-405655152A-2572995-20240719-3101926567,Cessation Txn
BB-407598532A-407598533A-2572995,20240730,3101926567,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407598532A-407598533A-3077666,20240730,3101926573,BroadBand Closed,PONUMBER,13811266560,459933.0
BB-407598532A-407598533A-3077666,20240730,3101926573,BroadBand Closed,BILLTOADDRESS3,20240730122437.0,20240730000000
BB-407598532A-407598533A-3077666,20240730,3101926573,BroadBand Closed,COMMENTS,Ceased Txn - BB-405655149A-405655152A-3077666-20240719-3101926573,Cessation Txn
BB-407598532A-407598533A-3077666,20240730,3101926573,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407598532A-407598533A-71964226,20240730,3101926574,BroadBand Closed,PONUMBER,13811266560,459933.0
BB-407598532A-407598533A-71964226,20240730,3101926574,BroadBand Closed,BILLTOADDRESS3,20240730122437.0,20240730000000
BB-407598532A-407598533A-71964226,20240730,3101926574,BroadBand Closed,COMMENTS,Ceased Txn - BB-405655149A-405655152A-71964226-20240719-3101926574,Cessation Txn
BB-407598532A-407598533A-71964226,20240730,3101926574,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407598874A-407598875A-18655531,20240730,3093241828,BroadBand Closed,PONUMBER,13741768295,460840.0
BB-407598874A-407598875A-18655531,20240730,3093241828,BroadBand Closed,BILLTOADDRESS3,20240730123036.0,20240730000000
BB-407598874A-407598875A-18655531,20240730,3093241828,BroadBand Closed,COMMENTS,Ceased Txn - BB-400371884A-400371887A-18655531-20240618-3093241828,Cessation Txn
BB-407598874A-407598875A-18655531,20240730,3093241828,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407598532A-407598533A-50031632,20240730,3101926570,BroadBand Closed,PONUMBER,13811266560,459933.0
BB-407598532A-407598533A-50031632,20240730,3101926570,BroadBand Closed,BILLTOADDRESS3,20240730122437.0,20240730000000
BB-407598532A-407598533A-50031632,20240730,3101926570,BroadBand Closed,COMMENTS,Ceased Txn - BB-405655149A-405655152A-50031632-20240719-3101926570,Cessation Txn
BB-407598532A-407598533A-50031632,20240730,3101926570,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407598874A-407598875A-15021551,20240730,3093241829,BroadBand Closed,PONUMBER,13741768295,460840.0
BB-407598874A-407598875A-15021551,20240730,3093241829,BroadBand Closed,BILLTOADDRESS3,20240730123036.0,20240730000000
BB-407598874A-407598875A-15021551,20240730,3093241829,BroadBand Closed,COMMENTS,Ceased Txn - BB-400371884A-400371887A-15021551-20240618-3093241829,Cessation Txn
BB-407598874A-407598875A-15021551,20240730,3093241829,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407600570A-407600571A-18707841,20240730,3084494605,BroadBand Closed,PONUMBER,13654350670,456523.0
BB-407600570A-407600571A-18707841,20240730,3084494605,BroadBand Closed,BILLTOADDRESS3,20240730124410.0,20240730000000
BB-407600570A-407600571A-18707841,20240730,3084494605,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407600570A-407600571A-18707771,20240730,3084494606,BroadBand Closed,PONUMBER,13654350670,456523.0
BB-407600570A-407600571A-18707771,20240730,3084494606,BroadBand Closed,BILLTOADDRESS3,20240730124410.0,20240730000000
BB-407600570A-407600571A-18707771,20240730,3084494606,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-406299087A-406299090A-71773896,20240723,2804819739,BroadBand Closed,PONUMBER,13811306292,463931.0
BB-406299087A-406299090A-71773896,20240723,2804819739,BroadBand Closed,BILLTOADDRESS3,20240730094624.0,20240730000000
BB-406299087A-406299090A-71773896,20240723,2804819739,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-406650659A-406650662A-71751756,20240725,2856930675,BroadBand Closed,PONUMBER,13811314001,464702.0
BB-406650659A-406650662A-71751756,20240725,2856930675,BroadBand Closed,BILLTOADDRESS3,20240730134825.0,20240730000000
BB-406650659A-406650662A-71751756,20240725,2856930675,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-405786215A-405786216A-8872762,20240720,6477964,BroadBand Closed,PONUMBER,13811239747,457276.0
BB-405786215A-405786216A-8872762,20240720,6477964,BroadBand Closed,BILLTOADDRESS3,20240730084638.0,20240730000000
BB-405786215A-405786216A-8872762,20240720,6477964,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-407457897A-407457898A-4176335,20240730,3104831176,BroadBand Closed,PONUMBER,13808127072,356434.0
BB-407457897A-407457898A-4176335,20240730,3104831176,BroadBand Closed,BILLTOADDRESS3,20240730004936.0,20240730000000
BB-407457897A-407457898A-4176335,20240730,3104831176,BroadBand Closed,COMMENTS,Ceased Txn - BB-407406551A-407406552A-4176335-20240729-3104831176,Cessation Txn
BB-407457897A-407457898A-4176335,20240730,3104831176,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407641670A-407641675A-18707771,20240730,3105369709,BroadBand Closed,PONUMBER,13808083507,352880.0
BB-407641670A-407641675A-18707771,20240730,3105369709,BroadBand Closed,BILLTOADDRESS3,20240730183606.0,20240730000000
BB-407641670A-407641675A-18707771,20240730,3105369709,BroadBand Closed,GENERICATTRIBUTE7,New  VAS subscription with Existing Line,
BB-407566245A-407566246A-4210135,20240730,3105222084,BroadBand Closed,PONUMBER,13811297380,463063.0
BB-407566245A-407566246A-4210135,20240730,3105222084,BroadBand Closed,BILLTOADDRESS3,20240730092043.0,20240730000000
BB-407566245A-407566246A-4210135,20240730,3105222084,BroadBand Closed,GENERICATTRIBUTE7,New  VAS subscription with Existing Line,
BB-407566245A-407566246A-4176335,20240730,3105222085,BroadBand Closed,PONUMBER,13811297380,463063.0
BB-407566245A-407566246A-4176335,20240730,3105222085,BroadBand Closed,BILLTOADDRESS3,20240730092043.0,20240730000000
BB-407566245A-407566246A-4176335,20240730,3105222085,BroadBand Closed,GENERICATTRIBUTE7,New  VAS subscription with Existing Line,
BB-407457897A-407457898A-4209955,20240730,3104831177,BroadBand Closed,PONUMBER,13808127072,356434.0
BB-407457897A-407457898A-4209955,20240730,3104831177,BroadBand Closed,BILLTOADDRESS3,20240730004936.0,20240730000000
BB-407457897A-407457898A-4209955,20240730,3104831177,BroadBand Closed,COMMENTS,Ceased Txn - BB-407406551A-407406552A-4209955-20240729-3104831177,Cessation Txn
BB-407457897A-407457898A-4209955,20240730,3104831177,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407459398A-407459399A-4209955,20240730,3104929755,BroadBand Closed,PONUMBER,13808127072,356434.0
BB-407459398A-407459399A-4209955,20240730,3104929755,BroadBand Closed,BILLTOADDRESS3,20240730125921.0,20240730000000
BB-407459398A-407459399A-4209955,20240730,3104929755,BroadBand Closed,GENERICATTRIBUTE7,New  VAS subscription with Existing Line,
BB-407585571A-407585572A-4210125,20240730,3105237116,BroadBand Closed,PONUMBER,13811290022,462324.0
BB-407585571A-407585572A-4210125,20240730,3105237116,BroadBand Closed,BILLTOADDRESS3,20240730105643.0,20240730000000
BB-407585571A-407585572A-4210125,20240730,3105237116,BroadBand Closed,GENERICATTRIBUTE7,New  VAS subscription with Existing Line,
BB-407553804A-407553805A-18707771,20240730,3105198059,BroadBand Closed,PONUMBER,13811309592,464242.0
BB-407553804A-407553805A-18707771,20240730,3105198059,BroadBand Closed,BILLTOADDRESS3,20240730083350.0,20240730000000
BB-407553804A-407553805A-18707771,20240730,3105198059,BroadBand Closed,GENERICATTRIBUTE7,New  VAS subscription with Existing Line,
BB-407641670A-407641675A-18707841,20240730,3102380426,BroadBand Closed,PONUMBER,13808083507,352880.0
BB-407641670A-407641675A-18707841,20240730,3102380426,BroadBand Closed,BILLTOADDRESS3,20240730183606.0,20240730000000
BB-407641670A-407641675A-18707841,20240730,3102380426,BroadBand Closed,COMMENTS,Ceased Txn - BB-405956573A-405956575A-18707841-20240722-3102380426,Cessation Txn
BB-407641670A-407641675A-18707841,20240730,3102380426,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407641691A-407641692A-15021511,20240730,3104007251,BroadBand Closed,PONUMBER,13802138231,32382.0
BB-407641691A-407641692A-15021511,20240730,3104007251,BroadBand Closed,BILLTOADDRESS3,20240730183242.0,20240730000000
BB-407641691A-407641692A-15021511,20240730,3104007251,BroadBand Closed,COMMENTS,Ceased Txn - BB-406899618A-406899619A-15021511-20240726-3104007251,Cessation Txn
BB-407641691A-407641692A-15021511,20240730,3104007251,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-406827184A-406827187A-8796362,20240726,123532156,BroadBand Closed,PONUMBER,13811280427,461342.0
BB-406827184A-406827187A-8796362,20240726,123532156,BroadBand Closed,BILLTOADDRESS3,20240730134822.0,20240730000000
BB-406827184A-406827187A-8796362,20240726,123532156,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-406650659A-406650662A-8640442,20240725,2856930686,BroadBand Closed,PONUMBER,13811314001,464702.0
BB-406650659A-406650662A-8640442,20240725,2856930686,BroadBand Closed,BILLTOADDRESS3,20240730134825.0,20240730000000
BB-406650659A-406650662A-8640442,20240725,2856930686,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-406286977A-406286980A-9210852,20240723,2565644762,BroadBand Closed,PONUMBER,13811253762,458683.0
BB-406286977A-406286980A-9210852,20240723,2565644762,BroadBand Closed,BILLTOADDRESS3,20240730134810.0,20240730000000
BB-406286977A-406286980A-9210852,20240723,2565644762,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-406465892A-406465895A-18660931,20240724,2658678685,BroadBand Closed,PONUMBER,13811309274,464215.0
BB-406465892A-406465895A-18660931,20240724,2658678685,BroadBand Closed,BILLTOADDRESS3,20240730005607.0,20240730000000
BB-406465892A-406465895A-18660931,20240724,2658678685,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-406827184A-406827187A-8796552,20240726,127844560,BroadBand Closed,PONUMBER,13811280427,461342.0
BB-406827184A-406827187A-8796552,20240726,127844560,BroadBand Closed,BILLTOADDRESS3,20240730134822.0,20240730000000
BB-406827184A-406827187A-8796552,20240726,127844560,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-406050889A-406050892A-9210852,20240722,149249714,BroadBand Closed,PONUMBER,13811297600,463083.0
BB-406050889A-406050892A-9210852,20240722,149249714,BroadBand Closed,BILLTOADDRESS3,20240730134817.0,20240730000000
BB-406050889A-406050892A-9210852,20240722,149249714,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-406289447A-406289450A-9046602,20240723,2847015806,BroadBand Closed,PONUMBER,13811282677,461570.0
BB-406289447A-406289450A-9046602,20240723,2847015806,BroadBand Closed,BILLTOADDRESS3,20240730094622.0,20240730000000
BB-406289447A-406289450A-9046602,20240723,2847015806,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-406051524A-406051525A-71152596,20240722,3102450241,BroadBand Closed,PONUMBER,13811294719,462790.0
BB-406051524A-406051525A-71152596,20240722,3102450241,BroadBand Closed,BILLTOADDRESS3,20240730094636.0,20240730000000
BB-406051524A-406051525A-71152596,20240722,3102450241,BroadBand Closed,GENERICATTRIBUTE7,New  VAS subscription  with New Main Plan,
BB-406091198A-406091199A-15021551,20240722,3102548171,BroadBand Closed,PONUMBER,13811322757,465569.0
BB-406091198A-406091199A-15021551,20240722,3102548171,BroadBand Closed,BILLTOADDRESS3,20240730144603.0,20240730000000
BB-406091198A-406091199A-15021551,20240722,3102548171,BroadBand Closed,GENERICATTRIBUTE7,New  VAS subscription  with New Main Plan,
BB-406091198A-406091199A-8640442,20240722,3102547862,BroadBand Closed,PONUMBER,13811322757,465569.0
BB-406091198A-406091199A-8640442,20240722,3102547862,BroadBand Closed,BILLTOADDRESS3,20240730144603.0,20240730000000
BB-406091198A-406091199A-8640442,20240722,3102547862,BroadBand Closed,GENERICATTRIBUTE7,New  VAS subscription  with New Main Plan,
BB-406091198A-406091199A-71964226,20240722,3102548167,BroadBand Closed,PONUMBER,13811322757,465569.0
BB-406091198A-406091199A-71964226,20240722,3102548167,BroadBand Closed,BILLTOADDRESS3,20240730144603.0,20240730000000
BB-406091198A-406091199A-71964226,20240722,3102548167,BroadBand Closed,GENERICATTRIBUTE7,New  VAS subscription  with New Main Plan,
BB-407633188A-407633189A-3077666,20240730,3102426449,BroadBand Closed,PONUMBER,13808095617,353892.0
BB-407633188A-407633189A-3077666,20240730,3102426449,BroadBand Closed,BILLTOADDRESS3,20240730165922.0,20240730000000
BB-407633188A-407633189A-3077666,20240730,3102426449,BroadBand Closed,COMMENTS,Ceased Txn - BB-406039282A-406039285A-3077666-20240722-3102426449,Cessation Txn
BB-407633188A-407633189A-3077666,20240730,3102426449,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407633188A-407633189A-18660931,20240730,3102426450,BroadBand Closed,PONUMBER,13808095617,353892.0
BB-407633188A-407633189A-18660931,20240730,3102426450,BroadBand Closed,BILLTOADDRESS3,20240730165922.0,20240730000000
BB-407633188A-407633189A-18660931,20240730,3102426450,BroadBand Closed,COMMENTS,Ceased Txn - BB-406039282A-406039285A-18660931-20240722-3102426450,Cessation Txn
BB-407633188A-407633189A-18660931,20240730,3102426450,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407633188A-407633189A-18655531,20240730,3102426446,BroadBand Closed,PONUMBER,13808095617,353892.0
BB-407633188A-407633189A-18655531,20240730,3102426446,BroadBand Closed,BILLTOADDRESS3,20240730165922.0,20240730000000
BB-407633188A-407633189A-18655531,20240730,3102426446,BroadBand Closed,COMMENTS,Ceased Txn - BB-406039282A-406039285A-18655531-20240722-3102426446,Cessation Txn
BB-407633188A-407633189A-18655531,20240730,3102426446,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407633188A-407633189A-15021551,20240730,3102426447,BroadBand Closed,PONUMBER,13808095617,353892.0
BB-407633188A-407633189A-15021551,20240730,3102426447,BroadBand Closed,BILLTOADDRESS3,20240730165922.0,20240730000000
BB-407633188A-407633189A-15021551,20240730,3102426447,BroadBand Closed,COMMENTS,Ceased Txn - BB-406039282A-406039285A-15021551-20240722-3102426447,Cessation Txn
BB-407633188A-407633189A-15021551,20240730,3102426447,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407633188A-407633189A-2646405,20240730,3102426444,BroadBand Closed,PONUMBER,13808095617,353892.0
BB-407633188A-407633189A-2646405,20240730,3102426444,BroadBand Closed,BILLTOADDRESS3,20240730165922.0,20240730000000
BB-407633188A-407633189A-2646405,20240730,3102426444,BroadBand Closed,COMMENTS,Ceased Txn - BB-406039282A-406039285A-2646405-20240722-3102426444,Cessation Txn
BB-407633188A-407633189A-2646405,20240730,3102426444,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407636428A-407636429A-71621726,20240730,3105359750,BroadBand Closed,PONUMBER,13811316895,464983.0
BB-407636428A-407636429A-71621726,20240730,3105359750,BroadBand Closed,BILLTOADDRESS3,20240730174615.0,20240730000000
BB-407636428A-407636429A-71621726,20240730,3105359750,BroadBand Closed,GENERICATTRIBUTE7,New  VAS subscription with Existing Line,
BB-407640370A-407640375A-10322051,20240730,2876073100,BroadBand Closed,PONUMBER,13811227861,456164.0
BB-407640370A-407640375A-10322051,20240730,2876073100,BroadBand Closed,BILLTOADDRESS3,20240730181929.0,20240730000000
BB-407640370A-407640375A-10322051,20240730,2876073100,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-406869816A-406869819A-8796552,20240726,61833688,BroadBand Closed,PONUMBER,13811306089,463910.0
BB-406869816A-406869819A-8796552,20240726,61833688,BroadBand Closed,BILLTOADDRESS3,20240730005616.0,20240730000000
BB-406869816A-406869819A-8796552,20240726,61833688,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-406325910A-406325913A-18705581,20240723,2194542050,BroadBand Closed,PONUMBER,13811237830,457089.0
BB-406325910A-406325913A-18705581,20240723,2194542050,BroadBand Closed,BILLTOADDRESS3,20240730134840.0,20240730000000
BB-406325910A-406325913A-18705581,20240723,2194542050,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-402467309A-402467310A-71451486,20240701,2852300482,BroadBand Closed,PONUMBER,13811312169,464497.0
BB-402467309A-402467310A-71451486,20240701,2852300482,BroadBand Closed,BILLTOADDRESS3,20240730134807.0,20240730000000
BB-402467309A-402467310A-71451486,20240701,2852300482,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-402467309A-402467310A-40057212,20240701,2948648712,BroadBand Closed,PONUMBER,13811312169,464497.0
BB-402467309A-402467310A-40057212,20240701,2948648712,BroadBand Closed,BILLTOADDRESS3,20240730134807.0,20240730000000
BB-402467309A-402467310A-40057212,20240701,2948648712,BroadBand Closed,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
BB-407607261A-407607262A-15021501,20240730,3097001997,BroadBand Closed,PONUMBER,13744118647,458780.0
BB-407607261A-407607262A-15021501,20240730,3097001997,BroadBand Closed,BILLTOADDRESS3,20240730134333.0,20240730000000
BB-407607261A-407607262A-15021501,20240730,3097001997,BroadBand Closed,COMMENTS,Ceased Txn - BB-402708902A-402708905A-15021501-20240702-3097001997,Cessation Txn
BB-407607261A-407607262A-15021501,20240730,3097001997,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407606158A-407606159A-3077666,20240730,3100893870,BroadBand Closed,PONUMBER,13797703136,33.0
BB-407606158A-407606159A-3077666,20240730,3100893870,BroadBand Closed,BILLTOADDRESS3,20240730133446.0,20240730000000
BB-407606158A-407606159A-3077666,20240730,3100893870,BroadBand Closed,COMMENTS,Ceased Txn - BB-405094766A-405094769A-3077666-20240716-3100893870,Cessation Txn
BB-407606158A-407606159A-3077666,20240730,3100893870,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407606374A-407606375A-15021501,20240730,3100210950,BroadBand Closed,PONUMBER,13808128168,356525.0
BB-407606374A-407606375A-15021501,20240730,3100210950,BroadBand Closed,BILLTOADDRESS3,20240730133626.0,20240730000000
BB-407606374A-407606375A-15021501,20240730,3100210950,BroadBand Closed,COMMENTS,Ceased Txn - BB-404617597A-404617600A-15021501-20240713-3100210950,Cessation Txn
BB-407606374A-407606375A-15021501,20240730,3100210950,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407607027A-407607028A-71964226,20240730,3099103829,BroadBand Closed,PONUMBER,13808132044,356861.0
BB-407607027A-407607028A-71964226,20240730,3099103829,BroadBand Closed,BILLTOADDRESS3,20240730134146.0,20240730000000
BB-407607027A-407607028A-71964226,20240730,3099103829,BroadBand Closed,COMMENTS,Ceased Txn - BB-403959888A-403959891A-71964226-20240709-3099103829,Cessation Txn
BB-407607027A-407607028A-71964226,20240730,3099103829,BroadBand Closed,GENERICATTRIBUTE7,VAS Cease in 30 days,
BB-407654789A-407654790A-2572995,20240730,3094095811,BroadBand Closed,PONUMBER,13718706356,459224.0
BB-407654789A-407654790A-2572995,20240730,3094095811,BroadBand Closed,BILLTOADDRESS3,20240730212931.0,20240730000000
