H|20240903 19:31:41|EPC_ProductList|   
RECORD_TYPE|PROMO_CODE|PROMO_DESCRIPTION|START_DATE|END_DATE|AUTO_IND|RANK|MODEL|BRAND|DISCOUNT|SRC|SALES_CHANNEL|TRANS
D|101511360N|$50 OFF IPHONE 12 MINI (64GB) (BTL GOMO)|2021-01-23T00:00:00|2021-04-30T23:59:59|N||*|*|*|DBU|*|*
D|101513240N|$100 OFF HS W DATA X 24-MTH TERM (BTL GA)|2020-06-20T00:00:00|2021-04-30T23:59:59|N||*|*|*|DBU|*|*
D|101510190N|$289 OFF GALAXY M21 W FREE $8 PREPAID SIM|2020-09-04T00:00:00|2021-05-07T23:59:59|N||*|*|*|DBU|*|*
D|101511120N|$200 OFF HANDSET PROMO|2020-04-04T00:00:00|2021-05-07T23:59:59|N||*|*|*|DBU|*|*
D|101511160N|$50 OFF RRP HS N ACC (SRA PROMO)|2020-08-29T00:00:00|2021-05-07T23:59:59|N||*|*|*|DBU|*|*
D|101511530N|$500 OFF RRP HS N ACC (SRA PROMO)|2020-08-29T00:00:00|2021-05-07T23:59:59|N||*|*|*|DBU|*|*
D|101511990N|$50 ACCESSORIES VCH (BTL WELLNESS)|2020-10-31T00:00:00|2021-05-07T23:59:59|N||*|*|*|DBU|*|*
D|101512400N|$50 OFF HS GA/CI (OLS BTL CNY PROMO)|2021-01-16T00:00:00|2021-05-07T23:59:59|N||*|*|*|DBU|*|*
D|101510040N|$100 OFF APPLE WATCH SERIES 6 (PWP)|2020-12-05T00:00:00|2021-05-21T23:59:59|N||*|*|*|DBU|*|*
D|101510330N|$50 OFF HANDSET PROMO|2019-12-21T00:00:00|2021-05-21T23:59:59|N||*|*|*|DBU|*|*
D|101511490N|$50 OFF APPLE WATCH SERIES 6 PWP (BTL OLS)|2021-03-13T00:00:00|2021-05-21T23:59:59|N||*|*|*|DBU|*|*
D|101511570N|$50 OFF PHONES (OLS PLAN UPGRADE)|2021-03-13T00:00:00|2021-05-21T23:59:59|N||*|*|*|DBU|*|*
D|101513410N|$50 OFF HANDSET (GA)|2020-11-28T00:00:00|2021-05-21T23:59:59|N||*|*|*|DBU|*|*
D|101513430N|$30 ACCESSORY VCH|2020-10-17T00:00:00|2021-05-21T23:59:59|N||*|*|*|DBU|*|*
D|101510650N|$50 OFF IPADS W IPHONE HS (PWP)|2021-05-01T00:00:00|2021-06-03T23:59:59|N||*|*|*|DBU|*|*
D|101513240N|$50 OFF SAMSUNG TABS W SAMSUNG HS (PWP)|2021-05-01T00:00:00|2021-06-03T23:59:59|N||*|*|*|DBU|*|*
D|101514430N|$100 OFF RRP S21 SERIES (BTL CAMPAIGN)|2021-04-10T00:00:00|2021-06-03T23:59:59|N||*|*|*|DBU|*|*
D|101516100N|$60 OFF IPHONE 12 MINI 128GB (BTL SER)|2021-04-03T00:00:00|2021-06-03T23:59:59|N||*|*|*|DBU|*|*
D|101516120N|$70 OFF IPHONE 12 128GB (BTL SER)|2021-04-03T00:00:00|2021-06-03T23:59:59|N||*|*|*|DBU|*|*
D|101510190N|$150 OFF SELECTED HS (OLS EXCLUSIVE)|2021-05-08T00:00:00|2021-06-18T23:59:59|N||*|*|*|DBU|*|*
D|101511280N|$200 OFF HANDSET (GA)|2020-11-28T00:00:00|2021-06-18T23:59:59|N||*|*|*|DBU|*|*
D|101512370N|$100 OFF GALAXY S21 SERIES|2021-02-10T00:00:00|2021-06-18T23:59:59|N||*|*|*|DBU|*|*
D|101514840N|$15 OFF W MOBILESWOP ULTD (12-MTHS)|2020-09-26T00:00:00|2021-06-18T23:59:59|N||*|*|*|DBU|*|*
D|101514860N|$200 OFF SAMSUNG S21+ (BTL CAMPAIGN)|2021-04-17T00:00:00|2021-06-18T23:59:59|N||*|*|*|DBU|*|*
D|101511180N|$100 OFF VIVO X50E (GOMO PROMO)|2021-04-17T00:00:00|2021-06-25T23:59:59|N||*|*|*|DBU|*|*
D|101511360N|$100 OFF IPHONE 12 MINI SERIES (GOMO PROMO)|2021-05-01T00:00:00|2021-06-25T23:59:59|N||*|*|*|DBU|*|*
D|101511420N|$100 OFF HANDSET (ST REFERRAL PROG)|2018-09-29T00:00:00|2021-06-25T23:59:59|N||*|*|*|DBU|*|*
D|101511890N|$200 OFF RRP S21 SERIES (TRADE IN)|2021-04-10T00:00:00|2021-06-25T23:59:59|N||*|*|*|DBU|*|*
D|101513610N|$50 OFF REALME 7 (GOMO PROMO)|2021-04-17T00:00:00|2021-06-25T23:59:59|N||*|*|*|DBU|*|*
D|101511080N|$50 OFF OPPO RENO 5 (GOMO PROMO)|2021-04-17T00:00:00|2021-07-02T23:59:59|N||*|*|*|DBU|*|*
D|101510060N|$200 OFF HANDSET (BTL GA)|2021-02-06T00:00:00|2021-07-23T23:59:59|N||*|*|*|DBU|*|*
D|101510400N|$100 OFF HS W MOBILESHARE SIGN-UP|2021-03-06T00:00:00|2021-07-23T23:59:59|N||*|*|*|DBU|*|*
D|101511150N|$50 OFF RRP voucher (BTL)|2021-02-06T00:00:00|2021-07-23T23:59:59|N||*|*|*|DBU|*|*
D|101511160N|$100 OFF RRP HS OR TABLETS (BTL PA PROMO)|2021-05-08T00:00:00|2021-07-23T23:59:59|N||*|*|*|DBU|*|*
D|101511180N|$50 OFF VIVO Y72 (GOMO PROMO)|2021-06-26T00:00:00|2021-07-23T23:59:59|N||*|*|*|DBU|*|*
D|101511290N|$100 OFF SELECTED HS (BTL GA)|2021-03-20T00:00:00|2021-07-23T23:59:59|N||*|*|*|DBU|*|*
D|101511320N|$100 OFF HS (BTL PORT-IN HIGH TIER XOP)|2021-03-13T00:00:00|2021-07-23T23:59:59|N||*|*|*|DBU|*|*
D|101511330N|$50 OFF HS (BTL PORT-IN XOP68)|2021-03-13T00:00:00|2021-07-23T23:59:59|N||*|*|*|DBU|*|*
D|101511360N|$50 OFF SAMSUNG GALAXY A32 (GOMO PROMO)|2021-06-26T00:00:00|2021-07-23T23:59:59|N||*|*|*|DBU|*|*
D|101512650N|$100 OFF TABLETS W MOBILESHARE SIGN-UP|2021-03-06T00:00:00|2021-07-23T23:59:59|N||*|*|*|DBU|*|*
D|101513430N|$200 OFF iPHONE 12 MINI SERIES (GOMO PROMO)|2021-05-22T00:00:00|2021-07-23T23:59:59|N||*|*|*|DBU|*|*
D|101513610N|$50 OFF OPPO RENO 5Z (GOMO PROMO)|2021-06-26T00:00:00|2021-07-23T23:59:59|N||*|*|*|DBU|*|*
D|101511180N|$100 OFF VIVO Y72 (GOMO PROMO)|2021-07-24T00:00:00|2021-07-30T23:59:59|N||*|*|*|DBU|*|*
D|101511290N|$100 OFF RRP HANDSET|2021-07-24T00:00:00|2021-07-30T23:59:59|N||*|*|*|DBU|*|*
D|101511360N|$30 OFF SAMSUNG (GOMO PROMO)|2021-07-24T00:00:00|2021-07-30T23:59:59|N||*|*|*|DBU|*|*
D|101511530N|$100 OFF SELECTED HS (BTL PA PROMO)|2021-05-08T00:00:00|2021-07-30T23:59:59|N||*|*|*|DBU|*|*
D|101513430N|$130 OFF IPHONE 12 SERIES (GOMO PROMO)|2021-07-24T00:00:00|2021-07-30T23:59:59|N||*|*|*|DBU|*|*
D|101513610N|$50 OFF VIVO V21 (GOMO PROMO)|2021-07-24T00:00:00|2021-07-30T23:59:59|N||*|*|*|DBU|*|*
D|101516270N|$58 OFF SELECTED iPHONE 12 SERIES CASES|2021-07-03T00:00:00|2021-07-30T23:59:59|N||*|*|*|DBU|*|*
D|101516280N|$69 OFF SELECTED iPHONE 12 SERIES CASES|2021-07-03T00:00:00|2021-07-30T23:59:59|N||*|*|*|DBU|*|*
D|101511560N|$88 OFF CIS HS W TALKMORE (CNY PROMO)|2021-01-23T00:00:00|2021-08-06T23:59:59|N||*|*|*|CIS|*|*
D|101512520N|$60 OFF CIS HS|2021-04-03T00:00:00|2021-08-06T23:59:59|N||*|*|*|CIS|*|*
D|101512560N|$88 OFF CIS IPADS W MOBILESHARE SIGN-UP|2021-02-05T00:00:00|2021-08-06T23:59:59|N||*|*|*|CIS|*|*
D|101514560N|$70 OFF CIS HS|2021-04-03T00:00:00|2021-08-06T23:59:59|N||*|*|*|CIS|*|*
D|101514580N|$188 OFF CIS HS W DX INFINITY (CNY PROMO)|2021-01-23T00:00:00|2021-08-06T23:59:59|N||*|*|*|CIS|*|*
D|101513440N|$15 ACCESSORY VOUCHER|2020-10-17T00:00:00|2021-08-13T23:59:59|N||*|*|*|DBU|*|*
D|101510400N|$100 OFF OPPO (TRADE IN PROMO)|2021-07-24T00:00:00|2021-08-27T23:59:59|N||*|*|*|DBU|*|*
D|101510730N|$250 OFF GALAXY Z FOLD2 (GA/CI ON COMBO 12)|2021-01-16T00:00:00|2021-08-27T23:59:59|N||*|*|*|DBU|*|*
D|101511320N|$100 OFF XIAOMI (TRADE IN PROMO)|2021-07-24T00:00:00|2021-08-27T23:59:59|N||*|*|*|DBU|*|*
D|101510060N|$100 OFF REALME (TRADE IN PROMO)|2021-07-24T00:00:00|2021-09-03T23:59:59|N||*|*|*|DBU|*|*
D|101511080N|BTL $200 OFF SELECTED HANDSET (BTL SER)|2021-07-03T00:00:00|2021-09-03T23:59:59|N||*|*|*|DBU|*|*
D|101511150N|$100 OFF HUAWEI (TRADE IN PROMO)|2021-07-24T00:00:00|2021-09-03T23:59:59|N||*|*|*|DBU|*|*
D|101511160N|$100 OFF APPLE (TRADE IN PROMO)|2021-07-24T00:00:00|2021-09-03T23:59:59|N||*|*|*|DBU|*|*
D|101516290N|$50 OFF SELECTED iPHONE 12 SERIES CASES|2021-07-03T00:00:00|2021-09-03T23:59:59|N||*|*|*|DBU|*|*
D|101514560N|$172 OFF CIS IPHONE 12 MINI XOP68|2021-08-07T00:00:00|2021-09-10T23:59:59|N||*|*|*|CIS|*|*
D|101515780N|$8 ACCY ST REWARDS|2020-06-19T00:00:00|2021-09-10T23:59:59|N||*|*|*|DBU|*|*
D|101516300N|$60 OFF SELECTED iPHONE 12 SERIES CASES|2021-07-03T00:00:00|2021-09-10T23:59:59|N||*|*|*|DBU|*|*
D|101516280N|$100 OFF APPLE WATCH SELECTED SERIES W NS|2021-07-31T00:00:00|2021-09-17T23:59:59|N||*|*|*|DBU|*|*
D|101512400N|$200 OFF SELECTED HS (OLS EXCLUSIVE)|2021-05-08T00:00:00|2021-10-01T23:59:59|N||*|*|*|DBU|*|*
D|101511120N|$100 OFF SELECTED HS (OLS EXCLUSIVE)|2021-05-08T00:00:00|2021-10-08T23:59:59|N||*|*|*|DBU|*|*
D|101513240N|$10 OFF SELECTED ACCESSORY|2021-06-04T00:00:00|2021-10-08T23:59:59|N||*|*|*|DBU|*|*
D|101516090N|$25 ACCESSORY VCH|2021-03-13T00:00:00|2021-10-08T23:59:59|N||*|*|*|DBU|*|*
D|101510800N|$180 OFF SELECTED HS (BTL SENIOR PROMO)|2020-07-04T00:00:00|2021-10-22T23:59:59|N||*|*|*|DBU|*|*
D|101511220N|$150 OFF HS W DX INFINITY|2021-02-27T00:00:00|2021-10-22T23:59:59|N||*|*|*|DBU|*|*
D|101511260N|$140 OFF SELECTED HS (BTL SENIOR PROMO)|2020-07-04T00:00:00|2021-10-22T23:59:59|N||*|*|*|DBU|*|*
D|101511990N|$100 OFF IPHONE 12 PRO & PRO MAX (256GB)|2021-05-08T00:00:00|2021-10-22T23:59:59|N||*|*|*|DBU|*|*
D|101512650N|$50 OFF HANDSETS W SELECTED VAS|2021-07-24T00:00:00|2021-10-22T23:59:59|N||*|*|*|DBU|*|*
D|101510790N|$50 OFF HANDSET W 5G VAS|2020-10-17T00:00:00|2021-10-29T23:59:59|N||*|*|*|DBU|*|*
D|101512700N|$100 OFF SELECTED IPHONE (BTL SER)|2021-04-03T00:00:00|2021-11-05T23:59:59|N||*|*|*|DBU|*|*
D|101516200N|$100 OFF ACCESSORIES PROMO|2021-09-11T00:00:00|2021-11-05T23:59:59|N||*|*|*|DBU|*|*
D|101510330N|$30 OFF XIAOMI NOTE10 5G (SIMO PROMO)|2021-05-22T00:00:00|2021-11-19T23:59:59|N||*|*|*|DBU|*|*
D|101511490N|$50 OFF SELECTED RRP TABLET OR IPAD|2021-05-22T00:00:00|2021-11-19T23:59:59|N||*|*|*|DBU|*|*
D|101513530N|$50 OFF ACC VCH (BTL PARTNERSHIP)|2021-01-09T00:00:00|2021-11-26T23:59:59|N||*|*|*|DBU|*|*
D|101510350N|$30 OFF HANDSETS (SELECTED SHOP/SER)|2016-01-01T00:00:00|2021-12-03T23:59:59|N||*|*|*|DBU|*|*
D|101510690N|$100 OFF RRP VCH (GOMO REFERRAL)|2021-03-20T00:00:00|2021-12-03T23:59:59|N||*|*|*|DBU|*|*
D|101513410N|$30 OFF XIAOMI NOTE10 5G (GOMO PROMO)|2021-05-22T00:00:00|2021-12-03T23:59:59|N||*|*|*|DBU|*|*
D|101516130N|$80 OFF HANDSET (SELECTED SHOP/SER)|2021-02-06T00:00:00|2021-12-03T23:59:59|N||*|*|*|DBU|*|*
D|101510830N|$100 OFF HS PROMOTION|2021-01-16T00:00:00|2021-12-10T23:59:59|N||*|*|*|DBU|*|*
D|101512520N|$2 OFF CIS GALAXY S21+ XOP88|2021-08-07T00:00:00|2021-12-10T23:59:59|N||*|*|*|CIS|*|*
D|101512560N|$62 OFF CIS IPHONE 11 PRO 512GB XOP88|2021-08-07T00:00:00|2021-12-10T23:59:59|N||*|*|*|CIS|*|*
D|101510340N|$50 OFF HANDSET + DONGLE OR MIFI|2021-04-17T00:00:00|2021-12-17T23:59:59|N||*|*|*|DBU|*|*
D|101511220N|$20 OFF ACCESSORIES DISC|2021-10-23T00:00:00|2021-12-17T23:59:59|N||*|*|*|DBU|*|*
D|101516090N|$100 OFF SELECTED RRP HS (STAFF PROMO)|2021-10-09T00:00:00|2021-12-17T23:59:59|N||*|*|*|DBU|*|*
D|101516300N|$50 OFF ACCESSORIES PROMO|2021-09-11T00:00:00|2021-12-17T23:59:59|N||*|*|*|DBU|*|*
D|101511490N|$200 OFF HANDSET PROMO|2021-11-20T00:00:00|2022-01-07T23:59:59|N||*|*|*|DBU|*|*
D|101516180N|$150 OFF SELECTED HS|2021-07-31T00:00:00|2022-01-07T23:59:59|N||*|*|*|DBU|*|*
D|101514860N|$20 OFF ACCESSORY PROMO|2021-06-19T00:00:00|2022-01-14T23:59:59|N||*|*|*|DBU|*|*
D|101510330N|$30 OFF SELECTED LIFESTYLE PDTS|2021-11-20T00:00:00|2022-01-21T23:59:59|N||*|*|*|DBU|*|*
D|101516300N|$40 OFF SELECTED LIFESTYLE PDTS|2021-12-18T00:00:00|2022-01-21T23:59:59|N||*|*|*|DBU|*|*
D|101510670N|$50 OFF PHONES|2021-03-13T00:00:00|2022-01-23T23:59:59|N||*|*|*|DBU|*|*
D|101511120N|$100 OFF HANDSET/TABLET PROMO|2022-01-08T00:00:00|2022-01-23T23:59:59|N||*|*|*|DBU|*|*
D|101511160N|$100 OFF HS W DX INFINITY|2021-09-04T00:00:00|2022-01-23T23:59:59|N||*|*|*|DBU|*|*
D|101511420N|$100 OFF HS PROMO|2021-06-26T00:00:00|2022-01-23T23:59:59|N||*|*|*|DBU|*|*
D|101511440N|$100 OFF PHONES|2020-10-10T00:00:00|2022-01-23T23:59:59|N||*|*|*|DBU|*|*
D|101513410N|$200 OFF HS EARLY CI NON KEYLINE|2021-12-04T00:00:00|2022-01-23T23:59:59|N||*|*|*|DBU|*|*
D|101511220N|$100 OFF SELECTED LIFESTYLE PDTS|2021-12-18T00:00:00|2022-01-24T23:59:59|N||*|*|*|DBU|*|*
D|101510340N|$100 OFF HS WEEKEND OFFER|2021-12-18T00:00:00|2022-01-28T23:59:59|N||*|*|*|DBU|*|*
D|101516200N|$120 OFF SELECTED HANDSETS|2021-12-11T00:00:00|2022-01-28T23:59:59|N||*|*|*|DBU|*|*
D|101516210N|$50 OFF SELECTED LIFESTYLE PDTS|2021-12-18T00:00:00|2022-01-28T23:59:59|N||*|*|*|DBU|*|*
D|101516250N|$5 OFF ACCESSORY PROMO|2021-08-14T00:00:00|2022-01-28T23:59:59|N||*|*|*|DBU|*|*
D|101516260N|$10 OFF ACCESSORY PROMO|2021-08-21T00:00:00|2022-01-28T23:59:59|N||*|*|*|DBU|*|*
D|101513510N|$80 OFF HANDSET OFFER|2020-10-31T00:00:00|2022-02-08T23:59:59|N||*|*|*|DBU|*|*
D|101510160N|$200 OFF SAMSUNG (TRADE IN PROMO)|2020-10-31T00:00:00|2022-02-11T23:59:59|N||*|*|*|DBU|*|*
D|101510690N|$350 OFF HS EARLY CI NON KEYLINE|2021-12-04T00:00:00|2022-02-11T23:59:59|N||*|*|*|DBU|*|*
D|101511560N|$282 OFF CIS GALAXY Z FLIP XOP118|2021-08-07T00:00:00|2022-02-11T23:59:59|N||*|*|*|CIS|*|*
D|101513440N|$15 OFF ACCESSORY PROMO|2021-08-14T00:00:00|2022-02-11T23:59:59|N||*|*|*|DBU|*|*
D|101513780N|$200 OFF HANDSET|2020-09-12T00:00:00|2022-02-11T23:59:59|N||*|*|*|DBU|*|*
D|101516090N|$100 OFF HS WEEKDAY OFFER|2021-12-18T00:00:00|2022-02-11T23:59:59|N||*|*|*|DBU|*|*
D|101516150N|$100 OFF CIS GALAXY S21 SERIES|2021-02-11T00:00:00|2022-02-11T23:59:59|N||*|*|*|CIS|*|*
D|101516180N|$150 OFF S21 FE OVERTRADE (BTL)|2022-01-08T00:00:00|2022-02-11T23:59:59|N||*|*|*|DBU|*|*
D|101516110N|$100 OFF SELECTED PHONES|2021-03-13T00:00:00|2022-02-18T23:59:59|N||*|*|*|DBU|*|*
D|101516390N|$50 OFF SELECTED HS|2021-11-27T00:00:00|2022-02-18T23:59:59|N||*|*|*|DBU|*|*
D|101516400N|$150 OFF SELECTED HANDSETS|2021-11-27T00:00:00|2022-02-18T23:59:59|N||*|*|*|DBU|*|*
D|101513530N|$200 OFF HS/LIFESTYLE PDTS(BTL GA PROMO)|2021-11-27T00:00:00|2022-03-04T23:59:59|N||*|*|*|DBU|*|*
D|101510800N|$50 OFF HANDSETS|2021-10-23T00:00:00|2022-03-11T23:59:59|N||*|*|*|DBU|*|*
D|101513240N|$200 OFF TABLETS W MOBILESHARE SIGN-UP|2021-10-09T00:00:00|2022-03-11T23:59:59|N||*|*|*|DBU|*|*
D|101516170N|$200 OFF SELECTED HS|2021-07-31T00:00:00|2022-03-11T23:59:59|N||*|*|*|DBU|*|*
D|101516220N|$100 OFF TABLETS W MOBILESHARE SIGN-UP|2021-09-18T00:00:00|2022-03-11T23:59:59|N||*|*|*|DBU|*|*
D|101510730N|$50 OFF SELECTED TABLETS|2021-08-28T00:00:00|2022-03-25T23:59:59|N||*|*|*|DBU|*|*
D|101516230N|$100 OFF SELECTED TABLETS|2021-08-28T00:00:00|2022-03-25T23:59:59|N||*|*|*|DBU|*|*
D|101515780N|$10 ACCESSORY VOUCHER SPECIAL PROMOTION|2021-09-11T00:00:00|2022-03-31T23:59:59|N||*|*|*|DBU|*|*
D|101511490N|$30 OFF S21 FE STUDENT & NSF (ATL)|2022-01-08T00:00:00|2022-04-08T23:59:59|N||*|*|*|DBU|*|*
D|101512700N|$20 OFF ACCESSORIES DISC (PWP)|2021-11-06T00:00:00|2022-04-08T23:59:59|N||*|*|*|DBU|*|*
D|101513780N|$100 OFF HANDSET W ACCESSORIES|2022-02-12T00:00:00|2022-04-08T23:59:59|N||*|*|*|DBU|*|*
D|101516250N|$50 OFF HANDSET W ACCESSORIES|2022-01-29T00:00:00|2022-04-08T23:59:59|N||*|*|*|DBU|*|*
D|101516260N|$200 OFF HANDSET W ACCESSORIES|2022-01-29T00:00:00|2022-04-08T23:59:59|N||*|*|*|DBU|*|*
D|101510680N|$100 OFF HANDSET DEAL|2020-04-11T00:00:00|2022-04-22T23:59:59|N||*|*|*|DBU|*|*
D|101511170N|$50 OFF RRP HS (BTL SIMO PROMO)|2021-01-16T00:00:00|2022-04-22T23:59:59|N||*|*|*|DBU|*|*
D|101511520N|$100 OFF SELECTED SMART WATCH|2021-01-09T00:00:00|2022-04-22T23:59:59|N||*|*|*|DBU|*|*
D|101514830N|$50 OFF SELECTED DONGLE / MIFI|2021-04-17T00:00:00|2022-04-22T23:59:59|N||*|*|*|DBU|*|*
D|101511980N|$15 ACCESSORY VCH|2020-10-17T00:00:00|2022-04-29T23:59:59|N||*|*|*|DBU|*|*
D|101512380N|$50 OFF SELECTED RRP PROMO (BTL GOMO)|2020-05-30T00:00:00|2022-04-29T23:59:59|N||*|*|*|DBU|*|*
D|101512560N|$170 OFF CIS HANDSET|2021-12-11T00:00:00|2022-04-29T23:59:59|N||*|*|*|CIS|*|*
D|101511570N|$20 OFF SELECT ED ACCESSORY|2021-05-22T00:00:00|2022-05-13T23:59:59|N||*|*|*|DBU|*|*
D|101513530N|$40 OFF SELECTED HS (GOMO)|2022-03-05T00:00:00|2022-05-13T23:59:59|N||*|*|*|DBU|*|*
D|101513610N|$80 OFF SELECTED HS (GOMO)|2021-07-31T00:00:00|2022-05-13T23:59:59|N||*|*|*|DBU|*|*
D|101511220N|$50 OFF HS (BTL)|2022-01-25T00:00:00|2022-05-20T23:59:59|N||*|*|*|DBU|*|*
D|101512360N|$50 OFF TABLETS + DONGLE OR MIFI|2021-04-17T00:00:00|2022-05-20T23:59:59|N||*|*|*|DBU|*|*
D|101513510N|$100 OFF SELECTED ACCESSORIES|2022-03-26T00:00:00|2022-05-27T23:59:59|N||*|*|*|DBU|*|*
D|101516400N|$150 OFF SELECTED ACCESSORIES|2022-03-26T00:00:00|2022-05-27T23:59:59|N||*|*|*|DBU|*|*
D|101514840N|$30 OFF HANDSETS (SELECTED SHOP/DS)|2021-06-19T00:00:00|2022-06-03T23:59:59|N||*|*|*|DBU|*|*
D|101510690N|$150 OFF IPHONE COLLECT AT SER|2022-02-12T00:00:00|2022-06-10T23:59:59|N||*|*|*|DBU|*|*
D|101510730N|$70 OFF SELECTED LIFESTYLE PDTS|2022-03-26T00:00:00|2022-06-10T23:59:59|N||*|*|*|DBU|*|*
D|101511150N|$60 OFF PHONES/LIFESTYLE PDTS/TABLETS|2021-09-04T00:00:00|2022-06-10T23:59:59|N||*|*|*|DBU|*|*
D|101513440N|$300 OFF IPHONE COLLECT AT SER|2022-02-12T00:00:00|2022-06-10T23:59:59|N||*|*|*|DBU|*|*
D|101516180N|$100 OFF IPHONE COLLECT AT SER|2022-02-12T00:00:00|2022-06-10T23:59:59|N||*|*|*|DBU|*|*
D|101516410N|$150 OFF SELECTED PHONES|2021-11-27T00:00:00|2022-06-10T23:59:59|N||*|*|*|DBU|*|*
D|101510160N|$300 OFF PHONES|2022-02-12T00:00:00|2022-06-17T23:59:59|N||*|*|*|DBU|*|*
D|101510680N|$100 OFF PHONE/TAB/LIFESTYLE|2022-04-23T00:00:00|2022-06-24T23:59:59|N||*|*|*|DBU|*|*
D|101511150N|$60 OFF PHONES/LIFESTYLE PDTS/ TABLETS|2022-06-11T00:00:00|2022-06-24T23:59:59|N||*|*|*|DBU|*|*
D|101513780N|$50 OFF HANDSET (BTL RECON TO SOP)|2022-04-09T00:00:00|2022-06-24T23:59:59|N||*|*|*|DBU|*|*
D|101516160N|$100 OFF CIS IPHONE 12 SERIES|2021-02-11T00:00:00|2022-06-24T23:59:59|N||*|*|*|CIS|*|*
D|101513530N|$70 OFF SELECTED HS (GOMO)|2022-05-14T00:00:00|2022-07-01T23:59:59|N||*|*|*|DBU|*|*
D|101513610N|$60 OFF SELECTED HS (GOMO)|2022-05-14T00:00:00|2022-07-01T23:59:59|N||*|*|*|DBU|*|*
D|101510400N|$50 OFF SELECTED LIFESTYLE PDTS|2021-08-28T00:00:00|2022-07-08T23:59:59|N||*|*|*|DBU|*|*
D|101510730N|$300 OFF WEEKEND PROMOTION|2022-06-11T00:00:00|2022-07-08T23:59:59|N||*|*|*|DBU|*|*
D|101511240N|SAMSUNG 55 UHD 4K TU8000 PAID ($0)|2020-04-04T00:00:00|2022-07-08T23:59:59|N||*|*|*|DBU|*|*
D|101511320N|$100 OFF SELECTED LIFESTYLE PDTS|2021-08-28T00:00:00|2022-07-08T23:59:59|N||*|*|*|DBU|*|*
D|101511430N|SAMSUNG 43 UHD 4K TU8000 PAID ($0|2020-04-04T00:00:00|2022-07-08T23:59:59|N||*|*|*|DBU|*|*
D|101511480N|SAMSUNG 50 UHD 4K TU8000 PAID ($0)|2020-04-04T00:00:00|2022-07-08T23:59:59|N||*|*|*|DBU|*|*
D|101511520N|$200 OFF HANDSET (CI/UPGRADE)|2022-04-23T00:00:00|2022-07-08T23:59:59|N||*|*|*|DBU|*|*
D|101511590N|$150 OFF HANDSET PROMO|2019-12-21T00:00:00|2022-07-08T23:59:59|N||*|*|*|DBU|*|*
D|101512380N|$100 OFF SELECTED HANDSETS (SHOPS)|2022-04-30T00:00:00|2022-07-08T23:59:59|N||*|*|*|DBU|*|*
D|101515980N|$10 SINGTEL ONLINE RRP SHOP VCH|2020-11-28T00:00:00|2022-07-08T23:59:59|N||*|*|*|DBU|*|*
D|101515990N|$20 SINGTEL ONLINE RRP SHOP VCH|2020-11-28T00:00:00|2022-07-08T23:59:59|N||*|*|*|DBU|*|*
D|101516000N|$25 SINGTEL ONLINE RRP SHOP VCH|2020-11-28T00:00:00|2022-07-08T23:59:59|N||*|*|*|DBU|*|*
D|101516010N|$40 SINGTEL ONLINE RRP SHOP VCH|2020-11-28T00:00:00|2022-07-08T23:59:59|N||*|*|*|DBU|*|*
D|101516020N|$50 SINGTEL ONLINE RRP SHOP VCH|2020-11-28T00:00:00|2022-07-08T23:59:59|N||*|*|*|DBU|*|*
D|101511320N|$238 OFF SELECTED HANDSET (NDP)|2022-07-09T00:00:00|2022-07-15T23:59:59|N||*|*|*|DBU|*|*
D|101516030N|$70 SINGTEL ONLINE RRP SHOP VCH|2020-11-28T00:00:00|2022-07-15T23:59:59|N||*|*|*|DBU|*|*
D|101516040N|$80 SINGTEL ONLINE RRP SHOP VCH|2020-11-28T00:00:00|2022-07-15T23:59:59|N||*|*|*|DBU|*|*
D|101516050N|$100 SINGTEL ONLINE RRP SHOP VCH|2020-11-28T00:00:00|2022-07-15T23:59:59|N||*|*|*|DBU|*|*
D|101514840N|$30 OFF HANDSET BTL CAMPAIGN|2022-06-04T00:00:00|2022-07-22T23:59:59|N||*|*|*|DBU|*|*
D|101516230N|$150 OFF SELECTED LIFESTYLE PDTS|2022-03-26T00:00:00|2022-07-22T23:59:59|N||*|*|*|DBU|*|*
D|101510040N|$168 OFF GALAXY A12 (BTL SENIOR PROMO)|2021-05-22T00:00:00|2022-07-29T23:59:59|N||*|*|*|DBU|*|*
D|101510160N|$350 OFF PHONES|2022-06-18T00:00:00|2022-07-29T23:59:59|N||*|*|*|DBU|*|*
D|399936170V|$10 TAKASHIMAYA VOUCHER|2016-01-01T00:00:00|2022-08-05T23:59:59|N||*|*|*|DBU|*|*
D|101510650N|$50 OFF RRP HS N ACC (SRA PROMO)|2021-06-04T00:00:00|2022-08-12T23:59:59|N||*|*|*|DBU|*|*
D|101510690N|$1000 OFF SELECTED HS (GOMO)|2022-06-11T00:00:00|2022-08-12T23:59:59|N||*|*|*|DBU|*|*
D|101513440N|$350 OFF SELECTED HS (GOMO)|2022-06-11T00:00:00|2022-08-12T23:59:59|N||*|*|*|DBU|*|*
D|101514430N|$500 OFF RRP HS N ACC (SRA PROMO)|2021-06-04T00:00:00|2022-08-12T23:59:59|N||*|*|*|DBU|*|*
D|101516100N|$200 OFF RRP HS N ACC (SRA PROMO)|2021-06-04T00:00:00|2022-08-12T23:59:59|N||*|*|*|DBU|*|*
