H|20240228 22:21:02|EPC_ProductList|   
RECORD_TYPE|PRODUCT_ID|PRODUCT_DESCRIPTION|SERVICE_TYPE|BUSINESS_PRODUCT_TYPE|PRODUCT_FAMILY|LIST_PRICE|SPEED|EFFECTIVE_DATE|EXPIRATION_DATE|PO_TYPE|FV_SVC_TECHNOLOGY|OFFER_TYPE
D|8847392|24 mths Desi Starter|TV|PPLAN|ADD_UEFA||null|19900101|21200101|||
D|8847392|24 mths Desi Starter|TV|PPLAN|ADD_UEFA|27.94|null|19900101|21200101|||
D|71438426|Get It Green 12|ENRG|null|EFR|0|null|20200523|21200101|ENRG||Energy (Fixed Tariff)
D|10892391|Free 30GB Mobile Local Data Usage (18 mths) - Stackable|MOB|null|FreeMobileData|0|null|19900101|20170118|||SuperSim
D|10892391|Free 30GB Mobile Local Data Usage (18 mths) - Stackable|MOB|VAS|FreeMobileData|0|null|19900101|20170118|||SuperSim
D|18846161|DataRoam Unlimited Daily (Mozambique - Vodacom)(up to 30days)|MOB|VAS|BRDRUL_MOZAM_DAY_DURATION|29|null|20180927|21200101|||Regular
D|11651801|50% Discount for 6 mths on Family Learning|TV|VAS|Disc TV||null|19900101|21200101|||
D|8847342|3 mths Desi Cricket Trio (Knowledge)|TV|PPLAN|Not Applicable||null|19900101|20220930|||
D|8847342|3 mths Desi Cricket Trio (Knowledge)|TV|PPLAN|Not Applicable|49.44|null|19900101|20220930|||
D|18846091|DataRoam Unlimited Daily (Faroe Islands - Faroese Telecom)(up to 30days)|MOB|VAS|BRDRUL_FAROE_DAY_DURATION|29|null|20180927|21200101|||Regular
D|11651831|65% Discount for 12 mths on Kondattam Trio (No CT)|TV|VAS|Disc TV||null|19900101|20220930|||
D|10892361|Free 2GB Mobile Local Data Usage (6 mths) - Stackable|MOB|null|FreeMobileData|0|null|19900101|21200101|||SuperSim
D|10892361|Free 2GB Mobile Local Data Usage (6 mths) - Stackable|MOB|VAS|FreeMobileData|0|null|19900101|21200101|||SuperSim
D|8847332|3 mths Desi Cricket Trio (Entertainment)|TV|PPLAN|Not Applicable||null|19900101|20191031|||
D|8847332|3 mths Desi Cricket Trio (Entertainment)|TV|PPLAN|Not Applicable|49.44|null|19900101|20191031|||
D|11651821|65% Discount for 12 mths on Jingxuan Variety (No CT)|TV|VAS|Disc TV||null|19900101|20190901|||
D|10892371|Free 2GB Mobile Local Data Usage (9 mths) - Stackable|MOB|null|FreeMobileData|0|null|19900101|21200101|||SuperSim
D|10892371|Free 2GB Mobile Local Data Usage (9 mths) - Stackable|MOB|VAS|FreeMobileData|0|null|19900101|21200101|||SuperSim
D|8847362|6 mths Desi Cricket Trio (Entertainment)|TV|PPLAN|Not Applicable||null|19900101|20220930|||
D|8847362|6 mths Desi Cricket Trio (Entertainment)|TV|PPLAN|Not Applicable|49.44|null|19900101|20220930|||
D|18846131|DataRoam Unlimited Daily (Isle of Man - Pronto GSM (Manx Telecom) & Sure)(up to 30days)|MOB|VAS|BRDRUL_ISLEO_DAY_DURATION|29|null|20180927|21200101|||Regular
D|11651851|65% Discount for 24 mths on Jingxuan Variety (No CT)|TV|VAS|Disc TV||null|19900101|20190901|||
D|30009682|Premium Top Up - Dyson Cyclone V10|FBB|null|Wifi Mesh|605.61|null|20190425|20200201|FHB|PSTN|
D|10892341|Free 2GB Mobile Local Data Usage (24 mths) - Stackable|MOB|null|FreeMobileData|0|null|19900101|21200101|||SuperSim
D|10892341|Free 2GB Mobile Local Data Usage (24 mths) - Stackable|MOB|VAS|FreeMobileData|0|null|19900101|21200101|||SuperSim
D|8847352|6 mths Desi Cricket Trio|TV|PPLAN|WAIVE_UEFA||null|19900101|20220201|||
D|8847352|6 mths Desi Cricket Trio|TV|PPLAN|WAIVE_UEFA|56.92|null|19900101|20220201|||
D|30009622|Premium Top Up - Dyson Supersonic|FBB|null|Wifi Mesh|532.94|null|20190425|20220415|FHB|PSTN|
D|11651841|65% Discount for 24 mths on Inspirasi Variety (No CT)|TV|VAS|Disc TV||null|19900101|20190901|||
D|10892351|Free 2GB Mobile Local Data Usage (3 mths) - Stackable|MOB|null|FreeMobileData|0|null|19900101|21200101|||SuperSim
D|10892351|Free 2GB Mobile Local Data Usage (3 mths) - Stackable|MOB|VAS|FreeMobileData|0|null|19900101|21200101|||SuperSim
D|8847752|24 mths Inspirasi Starter|TV|PPLAN|ADD_UEFA||null|19900101|21200101|||
D|8847752|24 mths Inspirasi Starter|TV|PPLAN|ADD_UEFA|20.47|null|19900101|21200101|||
D|10893551|TalkMore Extra_mths|MOB|VAS|ContTalkMoreExtra|10|null|19900101|21200101|||SuperSim
D|10893551|TalkMore Extra_mths|MOB|null|ContTalkMoreExtra||null|19900101|21200101|||SuperSim
D|10893551|TalkMore Extra_mths|MOB|null|ContTalkMoreExtra|0|null|19900101|21200101|||SuperSim
D|11653041|Free 24 mths on 24 mths Desi Variety|TV|VAS|Disc TV||null|19900101|20190901|||
D|8847762|3 mths Inspirasi Starter|TV|PPLAN|WAIVE_UEFA||null|19900101|21200101|||
D|8847762|3 mths Inspirasi Starter|TV|PPLAN|WAIVE_UEFA|20.47|null|19900101|21200101|||
D|10893541|Free Trial VAS (CIS only) - TalkMore Extra (24 mths)|MOB|VAS|Not Applicable|0|null|19900101|21200101|||Regular
D|10893541|Free Trial VAS (CIS only) - TalkMore Extra (24 mths)|MOB|null|Not Applicable|0|null|19900101|21200101|||Regular
D|11653051|Free 24 mths on 24 mths Family Fun|TV|VAS|Disc TV||null|19900101|21200101|||
D|50057952|Apple Music (Data Waiver)|MOB|null|Apple|0|null|20180122|21200101|||Regular
D|8847732|24 mths Kapuso Starter|TV|PPLAN|STARTER|17.66|null|19900101|21200101|||
D|8847732|24 mths Kapuso Starter|TV|PPLAN|STARTER||null|19900101|21200101|||
D|10893571|(OBSOLETE) Multi-SIM (Micro SIM) Service Subscription|MOB|VAS|MultiSIM|20|null|19900101|20120918|||Regular
D|10893571|(OBSOLETE) Multi-SIM (Micro SIM) Service Subscription|MOB|null|MultiSIM|10|null|19900101|20120918|||Regular
D|10893571|(OBSOLETE) Multi-SIM (Micro SIM) Service Subscription|MOB|null|MultiSIM||null|19900101|20120918|||Regular
D|11653021|Free 24 mths on 24 mths Desi Starter|TV|VAS|Disc TV||null|19900101|21200101|||
D|8847742|12 mths Inspirasi Starter|TV|PPLAN|WAIVE_UEFA||null|19900101|21200101|||
D|8847742|12 mths Inspirasi Starter|TV|PPLAN|WAIVE_UEFA|20.47|null|19900101|21200101|||
D|10893561|TalkMore Extra (24 months term)_TBD|null|VAS|TalkMoreExtra|10|null|19900101|null|||
D|10893561|TalkMore Extra (24 months term)_TBD|null|null|TalkMoreExtra|0|null|19900101|null|||
D|10893561|TalkMore Extra (24 months term)_TBD|null|null|TalkMoreExtra|10|null|19900101|null|||
D|11653031|Free 24 mths on 24 mths Desi Trio|TV|VAS|Disc TV||null|19900101|20191031|||
D|8847792|12 mths Inspirasi Trio (Entertainment)|TV|PPLAN|Not Applicable||null|19900101|20220930|||
D|8847792|12 mths Inspirasi Trio (Entertainment)|TV|PPLAN|Not Applicable|46.64|null|19900101|20220930|||
D|11653001|Free 24 mths on 24 mths Cricket Starter|TV|VAS|Disc TV||null|19900101|21200101|||
D|10893591|(OBSOLETE) Multi-SIM Service Subscription|MOB|VAS|MultiSIM|5|null|19900101|20160101|||Regular
D|10893591|(OBSOLETE) Multi-SIM Service Subscription|MOB|null|MultiSIM|10|null|19900101|20160101|||Regular
D|10893591|(OBSOLETE) Multi-SIM Service Subscription|MOB|null|MultiSIM||null|19900101|20160101|||Regular
D|8847802|12 mths Inspirasi Trio (Knowledge)|TV|PPLAN|Not Applicable||null|19900101|20220930|||
D|8847802|12 mths Inspirasi Trio (Knowledge)|TV|PPLAN|Not Applicable|46.64|null|19900101|20220930|||
D|2269686|Singtel Mesh Extender (Single Pack) New|FBB|null|Not Applicable|183.12|null|20220131|21200101|FHB|PSTN|
D|11653011|Free 24 mths on 24 mths Desi Cricket Trio|TV|VAS|Disc TV||null|19900101|21200101|||
D|10893581|(OBSOLETE) Multi-SIM Service Subscription (Tiered)|null|VAS|Not Applicable|5|null|19900101|20220729|||
D|10893581|(OBSOLETE) Multi-SIM Service Subscription (Tiered)|null|null|Not Applicable|10|null|19900101|20220729|||
D|10893581|(OBSOLETE) Multi-SIM Service Subscription (Tiered)|null|null|Not Applicable||null|19900101|20220729|||
D|8847772|6 mths Inspirasi Starter|TV|PPLAN|WAIVE_UEFA||null|19900101|21200101|||
D|8847772|6 mths Inspirasi Starter|TV|PPLAN|WAIVE_UEFA|20.47|null|19900101|21200101|||
D|11652981|Free 24 mths on Annyeong Starter|TV|VAS|Disc TV||null|19900101|21200101|||
D|10893611|SMS/MMS 1200 Add-on (1 mth term)_TBD|null|VAS|Not Applicable|10|null|19900101|20220930|||
D|10893611|SMS/MMS 1200 Add-on (1 mth term)_TBD|null|null|Not Applicable|0|null|19900101|20220930|||
D|10893611|SMS/MMS 1200 Add-on (1 mth term)_TBD|null|null|Not Applicable||null|19900101|20220930|||
D|8847782|12 mths Inspirasi Trio|TV|PPLAN|WAIVE_UEFA||null|19900101|21200101|||
D|8847782|12 mths Inspirasi Trio|TV|PPLAN|WAIVE_UEFA|54.11|null|19900101|21200101|||
D|11652991|Free 24 mths on 24 mths Chinese Entertainment|TV|VAS|Disc TV||null|19900101|21200101|||
D|10893601|(OBSOLETE) Multi-SIM Service Subscription(Micro SIM)|MOB|VAS|MultiSIM|10|null|19900101|20110505|||Regular
D|10893601|(OBSOLETE) Multi-SIM Service Subscription(Micro SIM)|MOB|null|MultiSIM|10|null|19900101|20110505|||Regular
D|10893601|(OBSOLETE) Multi-SIM Service Subscription(Micro SIM)|MOB|null|MultiSIM||null|19900101|20110505|||Regular
D|10893471|Boost Talktime 300 mins & 200 SMS & 2GB (24 mths)|MOB|null|Not Applicable|0|null|19900101|20220930|||Regular
D|10893471|Boost Talktime 300 mins & 200 SMS & 2GB (24 mths)|MOB|VAS|Not Applicable|0|null|19900101|20220930|||Regular
D|11652961|Free 2 mths on 3 mths Family Learning|TV|VAS|Disc TV||null|19900101|21200101|||
D|8847832|24 mths Inspirasi Trio (Knowledge)|TV|PPLAN|Not Applicable||null|19900101|20220930|||
D|8847832|24 mths Inspirasi Trio (Knowledge)|TV|PPLAN|Not Applicable|46.64|null|19900101|20220930|||
D|10893461|50GB Mobile Data Usage @ $10/mth (24 mths)|MOB|VAS|MobileData|10|null|19900101|20160101|||SuperSim
D|10893461|50GB Mobile Data Usage @ $10/mth (24 mths)|MOB|null|MobileData|0|null|19900101|20160101|||SuperSim
D|11652971|Free 24 mths on 24 mths Action Trio|TV|VAS|Disc TV||null|19900101|21200101|||
D|8847842|3 mths Inspirasi Trio|TV|PPLAN|WAIVE_UEFA||null|19900101|21200101|||
D|8847842|3 mths Inspirasi Trio|TV|PPLAN|WAIVE_UEFA|54.11|null|19900101|21200101|||
D|10893491|Free Trial VAS - SMS Plus Services VAS (Unlimited Activity) (6 mths)|MOB|VAS|Not Applicable|0|null|19900101|20200806|||Regular
D|11652941|Free 2 mths on 3 mths Family Delight|TV|VAS|Disc TV||null|19900101|20220930|||
D|8847812|24 mths Inspirasi Trio|TV|PPLAN|ADD_UEFA||null|19900101|21200101|||
D|8847812|24 mths Inspirasi Trio|TV|PPLAN|ADD_UEFA|54.11|null|19900101|21200101|||
D|10893481|Boost Talktime unlimited mins (Capped at 10,000 mins) & unlimited SMS (Capped at 50,000) & 6GB (24 mths)|MOB|null|Not Applicable|0|null|19900101|20220930|||Regular
D|10893481|Boost Talktime unlimited mins (Capped at 10,000 mins) & unlimited SMS (Capped at 50,000) & 6GB (24 mths)|MOB|VAS|Not Applicable|0|null|19900101|20220930|||Regular
D|11652951|Free 2 mths on Family Favourites|TV|VAS|Disc TV||null|19900101|21200101|||
D|8847822|24 mths Inspirasi Trio (Entertainment)|TV|PPLAN|Not Applicable||null|19900101|20220930|||
D|8847822|24 mths Inspirasi Trio (Entertainment)|TV|PPLAN|Not Applicable|46.64|null|19900101|20220930|||
D|11652921|Free 2 mths on 24 mths Family Favourites|TV|VAS|Disc TV||null|19900101|21200101|||
D|10893511|SMS Plus Services VAS (Unlimited Activity) (3 mths term)|MOB|VAS|Not Applicable|2|null|19900101|20200806|||Regular
D|10893511|SMS Plus Services VAS (Unlimited Activity) (3 mths term)|MOB|null|Not Applicable|0|null|19900101|20200806|||Regular
D|10893511|SMS Plus Services VAS (Unlimited Activity) (3 mths term)|MOB|null|Not Applicable||null|19900101|20200806|||Regular
D|8847872|6 mths Inspirasi Trio|TV|PPLAN|WAIVE_UEFA||null|19900101|21200101|||
D|8847872|6 mths Inspirasi Trio|TV|PPLAN|WAIVE_UEFA|54.11|null|19900101|21200101|||
D|11652931|Free 2 mths on 24 mths Family Learning|TV|VAS|Disc TV||null|19900101|21200101|||
D|10893501|SMS Plus Services VAS (Unlimited Activity)|MOB|VAS|Not Applicable|2|null|19900101|20200806|||Regular
D|10893501|SMS Plus Services VAS (Unlimited Activity)|MOB|null|Not Applicable|0|null|19900101|20200806|||Regular
D|10893501|SMS Plus Services VAS (Unlimited Activity)|MOB|null|Not Applicable||null|19900101|20200806|||Regular
D|8847882|6 mths Inspirasi Trio (Entertainment)|TV|PPLAN|Not Applicable||null|19900101|20220930|||
D|8847882|6 mths Inspirasi Trio (Entertainment)|TV|PPLAN|Not Applicable|46.64|null|19900101|20220930|||
D|11652901|Free 2 mths on 12 mths fashiontv HD|TV|VAS|Disc TV||null|19900101|20160705|||
D|10893531|Free Trial VAS - TalkMore Extra (24 mths)|MOB|VAS|Not Applicable|0|null|19900101|20220930|||Regular
D|10893531|Free Trial VAS - TalkMore Extra (24 mths)|MOB|null|Not Applicable|0|null|19900101|20220930|||Regular
D|8847852|3 mths Inspirasi Trio (Entertainment)|TV|PPLAN|Not Applicable||null|19900101|20220930|||
D|8847852|3 mths Inspirasi Trio (Entertainment)|TV|PPLAN|Not Applicable|46.64|null|19900101|20220930|||
D|11652911|Free 2 mths on 24 mths Family Delight|TV|VAS|Disc TV||null|19900101|20191031|||
D|10893521|SMS Plus Services VAS (Unlimited Activity)(6 mths term)|MOB|VAS|Not Applicable|2|null|19900101|20200806|||Regular
D|10893521|SMS Plus Services VAS (Unlimited Activity)(6 mths term)|MOB|null|Not Applicable|0|null|19900101|20200806|||Regular
D|10893521|SMS Plus Services VAS (Unlimited Activity)(6 mths term)|MOB|null|Not Applicable||null|19900101|20200806|||Regular
D|8847862|3 mths Inspirasi Trio (Knowledge)|TV|PPLAN|Not Applicable||null|19900101|20220930|||
D|8847862|3 mths Inspirasi Trio (Knowledge)|TV|PPLAN|Not Applicable|46.64|null|19900101|20220930|||
D|8847602|24 mths Desi Variety|TV|PPLAN|VARIETY||null|19900101|20190901|||
D|8847602|24 mths Desi Variety|TV|PPLAN|VARIETY|58.78|null|19900101|20190901|||
D|10893381|10GB Mobile Data Usage @ $10/mth (24 mths) - Combo 2|MOB|VAS|MobileData|10|null|19900101|20160101|||SuperSim
D|10893381|10GB Mobile Data Usage @ $10/mth (24 mths) - Combo 2|MOB|null|MobileData|0|null|19900101|20160101|||SuperSim
D|11652891|Free 2 mths on 12 mths Family Learning|TV|VAS|Disc TV||null|19900101|21200101|||
D|8847592|12 mths Desi Variety (Knowledge)|TV|PPLAN|Not Applicable||null|19900101|20191031|||
D|8847592|12 mths Desi Variety (Knowledge)|TV|PPLAN|Not Applicable|51.31|null|19900101|20191031|||
D|12910181|Singtel Home Digital Line (Call Privacy Pack - 6 mths contract)|null|VAS|Call Privacy Pack|8.9|null|19900101|null|||
D|10893391|20GB Mobile Data Usage @ $10/mth (12 mths)|MOB|VAS|MobileData|10|null|19900101|20160101|||SuperSim
D|10893391|20GB Mobile Data Usage @ $10/mth (12 mths)|MOB|null|MobileData|0|null|19900101|20160101|||SuperSim
D|11652881|Free 2 mths on 12 mths Family Favourites|TV|VAS|Disc TV||null|19900101|21200101|||
D|8847582|12 mths Desi Variety (Entertainment)|TV|PPLAN|Not Applicable||null|19900101|20220930|||
D|8847582|12 mths Desi Variety (Entertainment)|TV|PPLAN|Not Applicable|51.31|null|19900101|20220930|||
D|10893401|20GB Mobile Data Usage @ $10/mth (24 mths)|MOB|VAS|MobileData|10|null|19900101|20160101|||SuperSim
D|10893401|20GB Mobile Data Usage @ $10/mth (24 mths)|MOB|null|MobileData|0|null|19900101|20160101|||SuperSim
D|12910171|Singtel Home Digital Line (Call Plus Pack - 6 mths contract)|null|VAS|Call Plus Pack|8.9|null|19900101|null|||
D|11652871|Free 2 mths on 12 mths Family Delight|TV|VAS|Disc TV||null|19900101|20220930|||
D|8847572|12 mths Desi Variety|TV|PPLAN|Not Applicable||null|19900101|20190901|||
D|8847572|12 mths Desi Variety|TV|PPLAN|Not Applicable|58.78|null|19900101|20190901|||
D|10893411|30GB Mobile Data Usage @ $10/mth (12 mths)|MOB|VAS|MobileData|10|null|19900101|20160101|||SuperSim
D|10893411|30GB Mobile Data Usage @ $10/mth (12 mths)|MOB|null|MobileData|0|null|19900101|20160101|||SuperSim
D|11652861|Free 18 mths on Nihon Starter|TV|VAS|Disc TV||null|19900101|20220930|||
D|8847642|3 mths Desi Variety (Entertainment)|TV|PPLAN|Not Applicable||null|19900101|20191031|||
D|8847642|3 mths Desi Variety (Entertainment)|TV|PPLAN|Not Applicable|51.31|null|19900101|20191031|||
D|18908074|Electricity Fixed Rate (20.8 cents per kWh) -24M|null|null|EFR|0|null|20180401|20180401|||
D|11652851|Free 18 mths on 24 mths Kondattam Variety|TV|VAS|Disc TV||null|19900101|20190901|||
D|10893421|30GB Mobile Data Usage @ $10/mth (24 mths)|MOB|VAS|MobileData|10|null|19900101|20160101|||SuperSim
D|10893421|30GB Mobile Data Usage @ $10/mth (24 mths)|MOB|null|MobileData|0|null|19900101|20160101|||SuperSim
D|8847632|3 mths Desi Variety|TV|PPLAN|Not Applicable||null|19900101|20190901|||
D|8847632|3 mths Desi Variety|TV|PPLAN|Not Applicable|58.78|null|19900101|20190901|||
D|11652841|Free 18 mths on 24 mths Kondattam Trio|TV|VAS|Disc TV||null|19900101|20220930|||
D|10893431|40GB Mobile Data Usage @ $10/mth (12 mths)|MOB|VAS|MobileData|10|null|19900101|20160101|||SuperSim
D|10893431|40GB Mobile Data Usage @ $10/mth (12 mths)|MOB|null|MobileData|0|null|19900101|20160101|||SuperSim
D|8847622|24 mths Desi Variety (Knowledge)|TV|PPLAN|Not Applicable||null|19900101|20191031|||
D|8847622|24 mths Desi Variety (Knowledge)|TV|PPLAN|Not Applicable|51.31|null|19900101|20191031|||
D|11652831|Free 18 mths on 24 mths Kondattam Starter|TV|VAS|Disc TV||null|19900101|20220930|||
D|10893441|40GB Mobile Data Usage @ $10/mth (24 mths)|MOB|VAS|MobileData|10|null|19900101|20160101|||SuperSim
D|10893441|40GB Mobile Data Usage @ $10/mth (24 mths)|MOB|null|MobileData|0|null|19900101|20160101|||SuperSim
D|8847612|24 mths Desi Variety (Entertainment)|TV|PPLAN|Not Applicable||null|19900101|20220930|||
D|8847612|24 mths Desi Variety (Entertainment)|TV|PPLAN|Not Applicable|51.31|null|19900101|20220930|||
D|11652821|Free 18 mths on 24 mths Kapuso Starter|TV|VAS|Disc TV||null|19900101|20220930|||
D|10893451|50GB Mobile Data Usage @ $10/mth (12 mths)|MOB|VAS|MobileData|10|null|19900101|20160101|||SuperSim
D|10893451|50GB Mobile Data Usage @ $10/mth (12 mths)|MOB|null|MobileData|0|null|19900101|20160101|||SuperSim
D|10893301|6GB Mobile Data Usage @ $10/mth (24 mths) - Combo 6|MOB|VAS|MobileData|10|null|19900101|20160101|||Regular
D|10893301|6GB Mobile Data Usage @ $10/mth (24 mths) - Combo 6|MOB|null|MobileData|0|null|19900101|20160101|||Regular
D|11652811|Free 18 mths on 24 mths Kapamilya Starter|TV|VAS|Disc TV||null|19900101|20220930|||
D|8847682|12 mths Family Starter|TV|PPLAN|WAIVE_UEFA||null|19900101|21200101|||
D|8847682|12 mths Family Starter|TV|PPLAN|WAIVE_UEFA|32.62|null|19900101|21200101|||
D|10893311|8GB Mobile Data Usage @ $10/mth (24 mths) - Combo 4|MOB|VAS|MobileData|10|null|19900101|20160101|||Regular
D|10893311|8GB Mobile Data Usage @ $10/mth (24 mths) - Combo 4|MOB|null|MobileData|0|null|19900101|20160101|||Regular
D|11652801|Free 18 mths on 24 mths Kabayan Trio|TV|VAS|Disc TV||null|19900101|20220930|||
D|8847672|6 mths Desi Variety (Knowledge)|TV|PPLAN|Not Applicable||null|19900101|20220930|||
D|8847672|6 mths Desi Variety (Knowledge)|TV|PPLAN|Not Applicable|51.31|null|19900101|20220930|||
D|10893321|9GB Mobile Data Usage @ $10/mth (24 mths) - Combo 3|MOB|VAS|MobileData|10|null|19900101|20160101|||Regular
D|10893321|9GB Mobile Data Usage @ $10/mth (24 mths) - Combo 3|MOB|null|MobileData|0|null|19900101|20160101|||Regular
D|11652791|Free 18 mths on Kabayan Starter|TV|VAS|Disc TV||null|19900101|20220930|||
D|8847662|6 mths Desi Variety (Entertainment)|TV|PPLAN|Not Applicable||null|19900101|20191031|||
D|8847662|6 mths Desi Variety (Entertainment)|TV|PPLAN|Not Applicable|51.31|null|19900101|20191031|||
D|17350181|DATA X INFINITY @ $46.64 Subscription Discount (20.0401%)(3 mths)|null|VAS|Disc||null|20170801|20170801|||
D|10893331|Mobile DataMore 10GB@$65/mth|MOB|null|ContDataMore|0|null|19900101|20170118|||SuperSim
D|10893331|Mobile DataMore 10GB@$65/mth|MOB|VAS|ContDataMore|65|null|19900101|20170118|||SuperSim
D|10893331|Mobile DataMore 10GB@$65/mth|MOB|null|ContDataMore||null|19900101|20170118|||SuperSim
D|11652781|Free 18 mths on 24 mths Jingxuan Variety|TV|VAS|Disc TV||null|19900101|20190901|||
D|8847652|3 mths Desi Variety (Knowledge)|TV|PPLAN|Not Applicable||null|19900101|20220930|||
D|8847652|3 mths Desi Variety (Knowledge)|TV|PPLAN|Not Applicable|51.31|null|19900101|20220930|||
D|17350191|DataXinfinity @ $27.94 Subscription Discount (33.4448%)(3 mths)|MOB|VAS|Disc||null|20170915|20170915|||Regular
D|11652771|Free 18 mths on 24 mths Jingxuan Trio|TV|VAS|Disc TV||null|19900101|20220930|||
D|10893341|100GB Mobile Data Usage @ $10/mth (12 mths)|MOB|VAS|MobileData|10|null|19900101|20160101|||SuperSim
D|10893341|100GB Mobile Data Usage @ $10/mth (12 mths)|MOB|null|MobileData|0|null|19900101|20160101|||SuperSim
D|17350201|DATA X INFINITY @ $46.64 Subscription Discount (40.0802%)(3 mths)|null|VAS|Disc||null|20170801|20170801|||
D|12910161|Caller-ID|null|VAS|Not Applicable|4.28|null|19900101|null|||
D|8847722|12 mths Kapuso Starter|TV|PPLAN|Not Applicable|17.66|null|19900101|21200101|||
D|8847722|12 mths Kapuso Starter|TV|PPLAN|Not Applicable||null|19900101|21200101|||
D|11652761|Free 18 mths on 24 mths Jingxuan Starter|TV|VAS|Disc TV||null|19900101|20220930|||
D|10893351|100GB Mobile Data Usage @ $10/mth (24 mths)|MOB|VAS|MobileData|10|null|19900101|20160101|||SuperSim
D|10893351|100GB Mobile Data Usage @ $10/mth (24 mths)|MOB|null|MobileData|0|null|19900101|20160101|||SuperSim
D|17350211|DataXinfinity @ $27.94 Subscription Discount (66.8996%)(3 mths)|MOB|VAS|Disc||null|20170915|20170915|||Regular
D|12910151|Call Waiting_TBD|null|VAS|Not Applicable|4.28|null|19900101|20191031|||
D|8847712|6 mths Family Starter|TV|PPLAN|WAIVE_UEFA||null|19900101|21200101|||
D|8847712|6 mths Family Starter|TV|PPLAN|WAIVE_UEFA|32.62|null|19900101|21200101|||
D|11652751|Free 18 mths on 24 mths Jingxuan Mini|TV|VAS|Disc TV||null|19900101|20191031|||
D|10893361|10GB Mobile Data Usage @ $10/mth (12 mths)|MOB|VAS|MobileData|10|null|19900101|21200101|||SuperSim
D|10893361|10GB Mobile Data Usage @ $10/mth (12 mths)|MOB|null|MobileData|0|null|19900101|21200101|||SuperSim
D|17350221|DATA X INFINITY Subscription Discount - (25.0627%)(3 mths)|MOB|VAS|Disc||null|20170915|21200101|||Regular
D|8847702|3 mths Family Starter|TV|PPLAN|WAIVE_UEFA||null|19900101|21200101|||
D|8847702|3 mths Family Starter|TV|PPLAN|WAIVE_UEFA|32.62|null|19900101|21200101|||
D|11652741|Free 18 mths on 24 mths Inspirasi Variety|TV|VAS|Disc TV||null|19900101|20190901|||
D|10893371|10GB Mobile Data Usage @ $10/mth (24 mths)|MOB|VAS|MobileData|10|null|19900101|21200101|||SuperSim
D|10893371|10GB Mobile Data Usage @ $10/mth (24 mths)|MOB|null|MobileData|0|null|19900101|21200101|||SuperSim
D|17350231|DATA X INFINITY Subscription Discount - (50.1253%)(3 mths)|MOB|VAS|Disc||null|20170915|20220930|||Regular
D|8847692|24 mths Family Starter|TV|PPLAN|ADD_UEFA||null|19900101|21200101|||
D|8847692|24 mths Family Starter|TV|PPLAN|ADD_UEFA|32.62|null|19900101|21200101|||
D|8848052|12 mths Jingxuan Starter|TV|PPLAN|WAIVE_UEFA||null|19900101|21200101|||
D|8848052|12 mths Jingxuan Starter|TV|PPLAN|WAIVE_UEFA|27.94|null|19900101|21200101|||
D|11652701|Free 18 mths on 24 mths Family Starter|TV|VAS|Disc TV||null|19900101|20220930|||
D|10893251|Mobile DataMore 4GB@$20/mth|MOB|null|ContDataMore|0|null|19900101|20160101|||SuperSim
D|10893251|Mobile DataMore 4GB@$20/mth|MOB|VAS|ContDataMore|20|null|19900101|20160101|||SuperSim
D|10893251|Mobile DataMore 4GB@$20/mth|MOB|null|ContDataMore||null|19900101|20160101|||SuperSim
D|8848062|24 mths Jingxuan Starter|TV|PPLAN|ADD_UEFA||null|19900101|21200101|||
D|8848062|24 mths Jingxuan Starter|TV|PPLAN|ADD_UEFA|27.94|null|19900101|21200101|||
D|11652711|Free 18 mths on 24 mths Inspirasi Mini|TV|VAS|Disc TV||null|19900101|20220930|||
D|10893241|Mobile DataMore 4GB@$20/mth(24 mths term) (3G)|null|null|ContDataMore|0|null|19900101|20220729|||
D|10893241|Mobile DataMore 4GB@$20/mth(24 mths term) (3G)|null|VAS|ContDataMore|20|null|19900101|20220729|||
D|8848072|3 mths Jingxuan Starter|TV|PPLAN|WAIVE_UEFA||null|19900101|21200101|||
D|8848072|3 mths Jingxuan Starter|TV|PPLAN|WAIVE_UEFA|27.94|null|19900101|21200101|||
D|11652721|Free 18 mths on 24 mths Inspirasi Starter|TV|VAS|Disc TV||null|19900101|20220930|||
D|10893231|Free Trial VAS (CIS only) - Mobile DataMore 4GB (24 mths)|MOB|VAS|Not Applicable|0|null|19900101|20170118|||Regular
D|10893231|Free Trial VAS (CIS only) - Mobile DataMore 4GB (24 mths)|MOB|null|Not Applicable|0|null|19900101|20170118|||Regular
D|71237156|Silver Combo 3 - Enhanced Combo with 1GB|MOB|null|Not Applicable|0|null|20200131|21200401|||Silver
D|71237156|Silver Combo 3 - Enhanced Combo with 1GB|MOB|VAS|Not Applicable|0|null|20200131|21200401|||Silver
D|71236976|Combo 3 - Enhanced Combo with 1GB|MOB|null|Not Applicable|0|null|20200131|21200401|||Regular
D|71236976|Combo 3 - Enhanced Combo with 1GB|MOB|VAS|Not Applicable|0|null|20200131|21200401|||Regular
D|8848082|6 mths Jingxuan Starter|TV|PPLAN|WAIVE_UEFA||null|19900101|21200101|||
D|8848082|6 mths Jingxuan Starter|TV|PPLAN|WAIVE_UEFA|27.94|null|19900101|21200101|||
D|71237276|Youth Combo 6 - Enhanced Combo with 1GB|MOB|null|Not Applicable|0|null|20200131|21200401|||Youth
