ORDERID,LINENUMBER,SUBLINENUMBER,EVENTTYPEID,COLUMN_NAME,ORACLE,HANA
TV-406655764A-406655765A40057212N,25072024,2980928920,TV Submitted,PONUMBER,13809223255,19444.0
TV-406655764A-406655765A40057212N,25072024,2980928920,TV Submitted,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406669080A-406669081A9187352N,25072024,3079662250,TV Submitted,PONUMBER,13579125485,19536.0
TV-406669080A-406669081A9187352N,25072024,3079662250,TV Submitted,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406612229A-406612230A9187902N,25072024,3052607830,TV Submitted,PONUMBER,13650988409,19616.0
TV-406612229A-406612230A9187902N,25072024,3052607830,TV Submitted,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406618132A-406618133A14942N,25072024,2964693182,TV Submitted,PONUMBER,13809230553,19524.0
TV-406618132A-406618133A14942N,25072024,2964693182,TV Submitted,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406613493A-406613494A19569381N,25072024,2857507073,TV Submitted,PONUMBER,13809227512,19502.0
TV-406613493A-406613494A19569381N,25072024,2857507073,TV Submitted,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406671902A-406671903A50031632N,25072024,3089550624,TV Submitted,PONUMBER,13686344741,19638.0
TV-406671902A-406671903A50031632N,25072024,3089550624,TV Submitted,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406507223A-406507224A9439393N,24072024,3103311721,TV Submitted,PONUMBER,13809255693,19742.0
TV-406601469A-406601470A9187882N,25072024,3103413292,TV Submitted,PONUMBER,13809172108,18514.0
TV-406601727A-406601728A14942N,25072024,3103413755,TV Submitted,PONUMBER,13809255782,19755.0
TV-406602423A-406602424A40187102N,25072024,3103414922,TV Submitted,PONUMBER,13809211233,19306.0
TV-406618631A-406618635A3210856N,25072024,3103450758,TV Submitted,PONUMBER,13809198260,19024.0
TV-406618653A-406618654A8848722N,25072024,3043957032,TV Submitted,PONUMBER,13612520748,18600.0
TV-406619517A-406619518A8847212N,25072024,3103450888,TV Submitted,PONUMBER,13809221542,19426.0
TV-406622731A-406622732A14986921N,25072024,3103452714,TV Submitted,PONUMBER,13809255807,19780.0
TV-406623577A-406623578A71315676N,25072024,3103454041,TV Submitted,PONUMBER,13809226091,19471.0
TV-406625333A-406625334A8847782N,25072024,3064473274,TV Submitted,PONUMBER,13809217160,19385.0
TV-406626068A-406626069A12738041N,25072024,2965960453,TV Submitted,PONUMBER,13809214695,19348.0
TV-406626068A-406626069A3210846N,25072024,3050512686,TV Submitted,PONUMBER,13809214695,19348.0
TV-406626068A-406626069A3210856N,25072024,3103455625,TV Submitted,PONUMBER,13809214695,19348.0
TV-406480163A-406480164A25946604N,24072024,3096795531,TV Submitted,PONUMBER,13759616742,19363.0
TV-406626168A-406626169A19569211N,25072024,3103455102,TV Submitted,PONUMBER,13809204543,19221.0
TV-406626168A-406626169A19569211N,25072024,3103455102,TV Submitted,COMMENTS,,Ceased by: TV-406628943A-406628944A10242181N-25072024-2930930014
TV-406626168A-406626169A19569211N,25072024,3103455102,TV Submitted,GENERICBOOLEAN1,0,1
TV-406643219A-406643220A2232376N,25072024,3103492942,TV Submitted,PONUMBER,13809197983,19002.0
TV-406643358A-406643359A8847752N,25072024,3103494713,TV Submitted,PONUMBER,13809210651,19298.0
TV-406643358A-406643359A18007451N,25072024,3103494717,TV Submitted,PONUMBER,13809210651,19298.0
TV-406643290A-406643366A50031632N,25072024,3103495919,TV Submitted,PONUMBER,13809255838,19811.0
TV-406643435A-406643436A11654671N,25072024,3103493288,TV Submitted,PONUMBER,13809204732,19226.0
TV-406643435A-406643436A11651801N,25072024,3103493290,TV Submitted,PONUMBER,13809204732,19226.0
TV-406599161A-406599162A2564085N,25072024,3066768284,TV Submitted,PONUMBER,13809240048,19625.0
TV-406599161A-406599162A10426571N,25072024,3103408857,TV Submitted,PONUMBER,13809240048,19625.0
TV-406599332A-406599333A19569381N,25072024,3103408953,TV Submitted,PONUMBER,13809255775,19748.0
TV-406599348A-406599349A9006942N,25072024,3103409188,TV Submitted,PONUMBER,13809214590,19346.0
TV-406602757A-406602758A14986921N,25072024,3103415377,TV Submitted,PONUMBER,13809255783,19756.0
TV-406603073A-406603074A2232376N,25072024,3103418507,TV Submitted,PONUMBER,13809198599,19047.0
TV-406603595A-406603596A14942N,25072024,3103417278,TV Submitted,PONUMBER,13809255785,19758.0
TV-406603656A-406603657A2232376N,25072024,3103416897,TV Submitted,PONUMBER,13809196409,18876.0
TV-406603791A-406603792A9442183N,25072024,3089990776,TV Submitted,PONUMBER,13610404892,19430.0
TV-406647039A-406647040A9185322N,25072024,3103502943,TV Submitted,PONUMBER,13809198953,19078.0
TV-406647042A-406647043A19569211N,25072024,3103501964,TV Submitted,PONUMBER,13809184704,18664.0
TV-406647102A-406647103A2232376N,25072024,3103502755,TV Submitted,PONUMBER,13809199416,19115.0
TV-406647281A-406647282A11654671N,25072024,3103503092,TV Submitted,PONUMBER,13809181403,18629.0
TV-406647353A-406647354A25946604N,25072024,2866263263,TV Submitted,PONUMBER,13719421742,18627.0
TV-406647404A-406647405A12468421N,25072024,3103504255,TV Submitted,PONUMBER,13809255847,19820.0
TV-406608985A-406608986A2386256N,25072024,3103428894,TV Submitted,PONUMBER,13809215525,19364.0
TV-406603365A-406603366A25946604N,25072024,3103416402,TV Submitted,PONUMBER,13809179403,18598.0
TV-406603595A-406603596A9441983N,25072024,3103417283,TV Submitted,PONUMBER,13809255785,19758.0
TV-406603791A-406603792A10426281N,25072024,3089990779,TV Submitted,PONUMBER,13610404892,19430.0
TV-406603791A-406603792A9185382N,25072024,3103419690,TV Submitted,PONUMBER,13809222014,19430.0
TV-406604435A-406604436A19569211N,25072024,3103418213,TV Submitted,PONUMBER,13809203630,19207.0
TV-406609914A-406609915A8848092N,25072024,2898463748,TV Submitted,PONUMBER,13809178026,18584.0
TV-406609914A-406609915A71315676N,25072024,3103431902,TV Submitted,PONUMBER,13809178026,18584.0
TV-406647638A-406647639A8848522N,25072024,2985702848,TV Submitted,PONUMBER,13809179303,18596.0
TV-406665316A-406665317A8848082N,25072024,3103548883,TV Submitted,PONUMBER,13809255892,19863.0
TV-406665316A-406665317A9187902N,25072024,3103548893,TV Submitted,PONUMBER,13809255892,19863.0
TV-406665405A-406665406A2386046N,25072024,3103546370,TV Submitted,PONUMBER,13809169567,18493.0
TV-406665524A-406665525A9441983N,25072024,2920970127,TV Submitted,PONUMBER,13809224235,19455.0
TV-406614503A-406614504A8848082N,25072024,3103442270,TV Submitted,PONUMBER,13809179429,18599.0
TV-406615058A-406615059A8901882N,25072024,2936503941,TV Submitted,PONUMBER,13809210502,19296.0
TV-406615058A-406615059A25946604N,25072024,3103446153,TV Submitted,PONUMBER,13809210502,19296.0
TV-406615102A-406615103A9188422N,25072024,3054221708,TV Submitted,PONUMBER,13662733057,18484.0
TV-406615404A-406615405A2232376N,25072024,3103444160,TV Submitted,PONUMBER,13809198820,19068.0
TV-406632874A-406632875A9441983N,25072024,3103467500,TV Submitted,PONUMBER,13809255814,19787.0
TV-406633277A-406633278A8847902N,25072024,2964890768,TV Submitted,PONUMBER,13809174466,18540.0
TV-406665624A-406665625A25946604N,25072024,3043798309,TV Submitted,PONUMBER,13809180514,18613.0
TV-406665630A-406665631A10427821N,25072024,3103547127,TV Submitted,PONUMBER,13809211726,19315.0
TV-406665636A-406665637A9185562N,25072024,3103547119,TV Submitted,PONUMBER,13809187566,18698.0
TV-406665694A-406665695A9439393N,25072024,3103548265,TV Submitted,PONUMBER,13809255895,19866.0
TV-406640110A-406640327A8847382N,25072024,3103486920,TV Submitted,PONUMBER,13809255827,19800.0
TV-406640110A-406640327A19569211N,25072024,3103532178,TV Submitted,PONUMBER,13809255827,19800.0
TV-406640110A-406640327A11652141N,25072024,3103532180,TV Submitted,PONUMBER,13809255827,19800.0
TV-406673664A-406673665A10242181N,25072024,3103561896,TV Submitted,PONUMBER,13809169492,18492.0
TV-406673992A-406673993A12367231N,25072024,3096372027,TV Submitted,PONUMBER,13809214822,19352.0
TV-406674032A-406674033A8848082N,25072024,2962400010,TV Submitted,PONUMBER,13809179862,18606.0
TV-406674059A-406674060A10242181N,25072024,3103561542,TV Submitted,PONUMBER,13809255906,19876.0
TV-406674059A-406674060A3371286N,25072024,3103563155,TV Submitted,PONUMBER,13809255906,19876.0
TV-406674059A-406674060A14986921N,25072024,3103563157,TV Submitted,PONUMBER,13809255906,19876.0
TV-406640249A-406640253A11652381N,25072024,3103489998,TV Submitted,PONUMBER,13809255826,19799.0
TV-406674059A-406674060A26607434N,25072024,3103563165,TV Submitted,PONUMBER,13809255906,19876.0
TV-406674417A-406674418A14986921N,25072024,3103565423,TV Submitted,PONUMBER,13809255908,19878.0
TV-406674520A-406674521A18007371N,25072024,3103563884,TV Submitted,PONUMBER,13809192809,18769.0
TV-406674520A-406674521A14942N,25072024,3103563886,TV Submitted,PONUMBER,13809192809,18769.0
TV-406626871A-406626872A8847742N,25072024,3077962823,TV Submitted,PONUMBER,13551960562,18786.0
TV-406608152A-406608153A9439393N,25072024,3057569421,TV Submitted,PONUMBER,13759926803,19623.0
TV-406608152A-406608153A19569371N,25072024,3103428123,TV Submitted,PONUMBER,13759926803,19623.0
TV-406608167A-406608168A8848722N,25072024,3053347117,TV Submitted,PONUMBER,13809173103,18523.0
TV-406608390A-406608574A11348831N,25072024,3103427186,TV Submitted,PONUMBER,13809255792,19765.0
TV-406608390A-406608574A14986921N,25072024,3103429219,TV Submitted,PONUMBER,13809255792,19765.0
TV-406608390A-406608574A19569371N,25072024,3103429220,TV Submitted,PONUMBER,13809255792,19765.0
TV-406636175A-406636329A10242181N,25072024,3103482608,TV Submitted,PONUMBER,13809255819,19792.0
TV-406636175A-406636329A4436345N,25072024,3103482609,TV Submitted,PONUMBER,13809255819,19792.0
TV-406610816A-406610881A13899281N,25072024,2800094948,TV Submitted,PONUMBER,13809220752,19415.0
TV-406610816A-406610881A11653471N,25072024,3103434554,TV Submitted,PONUMBER,13809220752,19415.0
TV-406610670A-406610966A14986921N,25072024,3103437701,TV Submitted,PONUMBER,13809255801,19774.0
TV-406610670A-406610966A19569371N,25072024,3103438369,TV Submitted,PONUMBER,13809255801,19774.0
TV-406610670A-406610966A2386256N,25072024,3103439414,TV Submitted,PONUMBER,13809255801,19774.0
TV-406611273A-406611274A8847742N,25072024,2657148830,TV Submitted,PONUMBER,13809219364,19408.0
TV-406611273A-406611274A8901882N,25072024,2657148832,TV Submitted,PONUMBER,13809219364,19408.0
TV-406638637A-406638638A2232376N,25072024,3103482390,TV Submitted,PONUMBER,13809199109,19090.0
TV-406652890A-406652891A13013791N,25072024,3103517023,TV Submitted,PONUMBER,13809185779,18680.0
TV-406652934A-406652935A8847692N,25072024,2317563373,TV Submitted,PONUMBER,13809190108,18731.0
TV-406652934A-406652935A8848722N,25072024,3103518916,TV Submitted,PONUMBER,13809190108,18731.0
TV-406652934A-406652935A9185322N,25072024,3103518928,TV Submitted,PONUMBER,13809190108,18731.0
TV-406652668A-406652970A50031632N,25072024,3103519822,TV Submitted,PONUMBER,13809255858,19830.0
TV-406652940A-406652974A8848212N,25072024,2845042956,TV Submitted,PONUMBER,13809191184,18745.0
TV-406639294A-406639295A19569371N,25072024,3103483134,TV Submitted,PONUMBER,13809255824,19797.0
TV-406639294A-406639295A9187572N,25072024,3103483139,TV Submitted,PONUMBER,13809255824,19797.0
TV-406638973A-406639465A14986921N,25072024,3103483291,TV Submitted,PONUMBER,13809255825,19798.0
TV-406639592A-406639593A2232376N,25072024,3103485525,TV Submitted,PONUMBER,13809197482,18955.0
TV-406639878A-406639879A8901882N,25072024,2848436465,TV Submitted,PONUMBER,13809227070,19490.0
TV-406636402A-406636403A9441983N,25072024,3103477141,TV Submitted,PONUMBER,13809255821,19794.0
TV-406636558A-406636617A14986921N,25072024,3103478144,TV Submitted,PONUMBER,13809255822,19795.0
TV-406650513A-406650514A71245906N,25072024,3103511029,TV Submitted,PONUMBER,13809175899,18559.0
TV-406533855A-406533856A14986921N,24072024,3103370701,TV Submitted,PONUMBER,13809255763,19746.0
TV-406610268A-406610269A40187102N,25072024,3103431622,TV Submitted,PONUMBER,13809230921,19525.0
TV-406610304A-406610305A19569211N,25072024,3103432108,TV Submitted,PONUMBER,13809189728,18724.0
TV-406610486A-406610568A12468421N,25072024,3103434194,TV Submitted,PONUMBER,13809255795,19768.0
TV-406637100A-406637101A2232376N,25072024,3103478484,TV Submitted,PONUMBER,13809199036,19083.0
TV-406638016A-406638017A10242181N,25072024,3103479503,TV Submitted,PONUMBER,13809255823,19796.0
TV-406638016A-406638017A19569381N,25072024,3103480883,TV Submitted,PONUMBER,13809255823,19796.0
TV-406638223A-406638224A10242181N,25072024,2922881104,TV Submitted,PONUMBER,13809227653,19505.0
TV-406638223A-406638224A10242181N,25072024,3103481337,TV Submitted,PONUMBER,13809227653,19505.0
TV-406638223A-406638224A19569211N,25072024,3103481338,TV Submitted,PONUMBER,13809227653,19505.0
TV-406638970A-406638971A14942N,25072024,3103482021,TV Submitted,PONUMBER,13809169262,18486.0
TV-406651636A-406651637A25946604N,25072024,2938076132,TV Submitted,PONUMBER,13809202788,19190.0
TV-406651636A-406651637A26607424N,25072024,3103514037,TV Submitted,PONUMBER,13809202788,19190.0
TV-406651683A-406651684A8847742N,25072024,2978814651,TV Submitted,PONUMBER,13809178904,18593.0
TV-406651573A-406651702A3350975N,25072024,3103516127,TV Submitted,PONUMBER,13809255855,19827.0
TV-406605662A-406605669A4436345N,25072024,3103420752,TV Submitted,PONUMBER,13809204200,19215.0
TV-406606078A-406606079A14942N,25072024,3103421723,TV Submitted,PONUMBER,13809255786,19759.0
TV-406606094A-406606095A2386276N,25072024,3087265877,TV Submitted,PONUMBER,13652943774,19230.0
TV-406606505A-406606506A9187902N,25072024,3103423683,TV Submitted,PONUMBER,13809255787,19760.0
TV-406635292A-406635293A13032491N,25072024,3103473901,TV Submitted,PONUMBER,13809216473,19377.0
TV-406635292A-406635293A18926434N,25072024,3103473915,TV Submitted,PONUMBER,13809216473,19377.0
TV-406635475A-406635476A10242181N,25072024,3103473462,TV Submitted,PONUMBER,13809255818,19791.0
TV-406635475A-406635476A12468421N,25072024,3103474456,TV Submitted,PONUMBER,13809255818,19791.0
TV-406635641A-406635642A71245896N,25072024,3103474386,TV Submitted,PONUMBER,13809172142,18515.0
TV-406648647A-406648648A19569211N,25072024,3103506530,TV Submitted,PONUMBER,13809228907,19514.0
TV-406648654A-406648748A14986921N,25072024,3103509693,TV Submitted,PONUMBER,13809255851,19823.0
TV-406649404A-406649405A10430051N,25072024,3103508602,TV Submitted,PONUMBER,13809176327,18565.0
TV-406649404A-406649405A40187102N,25072024,3103508606,TV Submitted,PONUMBER,13809176327,18565.0
TV-406615843A-406615844A18007451N,25072024,3059436979,TV Submitted,PONUMBER,13809191872,18756.0
TV-406642419A-406642420A11650961N,25072024,3103491248,TV Submitted,PONUMBER,13809255834,19807.0
TV-406616746A-406616747A3210856N,25072024,3103454056,TV Submitted,PONUMBER,13809168440,18475.0
TV-406616746A-406616747A19569211N,25072024,3103454058,TV Submitted,PONUMBER,13809168440,18475.0
TV-406616746A-406616747A19569711N,25072024,3103454059,TV Submitted,PONUMBER,13809168440,18475.0
TV-406617298A-406617342A8848052N,25072024,2958958587,TV Submitted,PONUMBER,13686863314,18670.0
TV-406617443A-406617444A2232376N,25072024,3103447413,TV Submitted,PONUMBER,13809196672,18895.0
TV-406643358A-406643359A11654671N,25072024,3103494719,TV Submitted,PONUMBER,13809210651,19298.0
TV-406643290A-406643366A8847752N,25072024,3103495915,TV Submitted,PONUMBER,13809255838,19811.0
TV-406643290A-406643366A14986921N,25072024,3103495917,TV Submitted,PONUMBER,13809255838,19811.0
TV-406643707A-406643745A10430591N,25072024,3103494250,TV Submitted,PONUMBER,13809182192,18637.0
TV-406643953A-406643954A18007611N,25072024,2956534210,TV Submitted,PONUMBER,13790935512,18946.0
TV-406618034A-406618035A19569211N,25072024,3103450055,TV Submitted,PONUMBER,13809255806,19779.0
TV-406618069A-406618070A2232376N,25072024,3103479040,TV Submitted,PONUMBER,13809197340,18940.0
TV-406618012A-406618312A10242181N,25072024,3103448404,TV Submitted,PONUMBER,13809255809,19782.0
TV-406618631A-406618635A8847812N,25072024,2777706593,TV Submitted,PONUMBER,13809198260,19024.0
TV-406618631A-406618635A8847782N,25072024,3103450756,TV Submitted,PONUMBER,13809198260,19024.0
TV-406613365A-406613579A14986921N,25072024,3103440358,TV Submitted,PONUMBER,13809255802,19775.0
TV-406613365A-406613579A11650961N,25072024,3103440363,TV Submitted,PONUMBER,13809255802,19775.0
TV-406613795A-406613796A8848212N,25072024,3103439770,TV Submitted,PONUMBER,13792957779,18723.0
TV-406654005A-406654006A2232376N,25072024,3103518793,TV Submitted,PONUMBER,13809195549,18812.0
TV-406654145A-406654146A3371136N,25072024,3083947378,TV Submitted,PONUMBER,13809175417,18553.0
TV-406654358A-406654359A2232376N,25072024,3103520096,TV Submitted,PONUMBER,13664865489,18813.0
TV-406654744A-406654745A13899281N,25072024,2317684014,TV Submitted,PONUMBER,13809192151,18762.0
TV-406641044A-406641045A10429601N,25072024,3103490790,TV Submitted,PONUMBER,13809173263,18526.0
TV-406641199A-406641200A19569211N,25072024,2984292211,TV Submitted,PONUMBER,13809192916,18771.0
TV-406613403A-406613404A8847682N,25072024,3103443422,TV Submitted,PONUMBER,13809201228,19144.0
TV-406641379A-406641386A4436345N,25072024,3103490949,TV Submitted,PONUMBER,13809255829,19802.0
TV-406641455A-406641456A2232376N,25072024,3103488068,TV Submitted,PONUMBER,13809197527,18961.0
TV-406641551A-406641552A14942N,25072024,2853120537,TV Submitted,PONUMBER,13809181466,18630.0
TV-406650156A-406650157A13899281N,25072024,2864625905,TV Submitted,PONUMBER,13809195350,18797.0
TV-406650424A-406650425A8848062N,25072024,2354795496,TV Submitted,PONUMBER,13688292649,19331.0
TV-406648278A-406648279A10427821N,25072024,3103505193,TV Submitted,PONUMBER,13809208582,19273.0
TV-406648647A-406648648A10426051N,25072024,3103506529,TV Submitted,PONUMBER,13809228907,19514.0
TV-406648647A-406648648A11650961N,25072024,3103506532,TV Submitted,PONUMBER,13809228907,19514.0
TV-406629950A-406629951A9185412N,25072024,3103461081,TV Submitted,PONUMBER,13809178967,18594.0
TV-406629950A-406629951A25947464N,25072024,3103461085,TV Submitted,PONUMBER,13809178967,18594.0
TV-406630625A-406630629A3371136N,25072024,3103461253,TV Submitted,PONUMBER,13809189830,18728.0
TV-406630777A-406630778A2232376N,25072024,3103460733,TV Submitted,PONUMBER,13809196907,18912.0
TV-406646047A-406646048A26607454N,25072024,3103500995,TV Submitted,PONUMBER,13809205362,19233.0
TV-406646093A-406646094A8901882N,25072024,2949985619,TV Submitted,PONUMBER,13785544878,18726.0
TV-406646273A-406646274A8848722N,25072024,3103500897,TV Submitted,PONUMBER,13809185724,18677.0
TV-406646562A-406646569A11348831N,25072024,3103500292,TV Submitted,PONUMBER,13809255845,19818.0
TV-406646586A-406646587A8901882N,25072024,2845804391,TV Submitted,PONUMBER,13686931090,18581.0
TV-406646692A-406646693A8901882N,25072024,147662920,TV Submitted,PONUMBER,13809206369,19245.0
TV-406654544A-406654545A9439413N,25072024,3103521275,TV Submitted,PONUMBER,13809203986,19213.0
TV-406654744A-406654745A18007451N,25072024,3103521488,TV Submitted,PONUMBER,13809192151,18762.0
TV-406654973A-406654974A2232376N,25072024,3103521576,TV Submitted,PONUMBER,13809198681,19058.0
TV-406652009A-406652010A25946604N,25072024,3050460586,TV Submitted,PONUMBER,13809201990,19165.0
TV-406652131A-406652138A3350975N,25072024,3103515955,TV Submitted,PONUMBER,13809255857,19829.0
TV-406652890A-406652891A8901882N,25072024,2578324970,TV Submitted,PONUMBER,13785541333,18680.0
TV-406652934A-406652935A8847692N,25072024,3103518912,TV Submitted,PONUMBER,13809190108,18731.0
TV-406652934A-406652935A25947484N,25072024,3103518920,TV Submitted,PONUMBER,13809190108,18731.0
TV-406652934A-406652935A9188422N,25072024,3103518926,TV Submitted,PONUMBER,13809190108,18731.0
TV-406652668A-406652970A9187882N,25072024,3103519828,TV Submitted,PONUMBER,13809255858,19830.0
TV-406654348A-406654349A10242181N,25072024,3103519837,TV Submitted,PONUMBER,13809255862,19833.0
TV-406652940A-406652974A8901882N,25072024,2845042958,TV Submitted,PONUMBER,13809191184,18745.0
TV-406652940A-406652974A3024356N,25072024,3103519013,TV Submitted,PONUMBER,13809191184,18745.0
TV-406635079A-406635080A2232376N,25072024,3103475090,TV Submitted,PONUMBER,13809198970,19080.0
TV-406635211A-406635212A13503971N,25072024,3103475528,TV Submitted,PONUMBER,13809225466,19462.0
TV-406651573A-406651702A14986921N,25072024,3103516124,TV Submitted,PONUMBER,13809255855,19827.0
TV-406651896A-406651897A14986921N,25072024,3103514905,TV Submitted,PONUMBER,13809255856,19828.0
TV-406603791A-406603792A8847752N,25072024,3103419680,TV Submitted,PONUMBER,13809222014,19430.0
TV-406603791A-406603792A40187102N,25072024,3103419692,TV Submitted,PONUMBER,13809222014,19430.0
TV-406603791A-406603792A26607424N,25072024,3103419696,TV Submitted,PONUMBER,13809222014,19430.0
TV-406670525A-406670526A8847682N,25072024,2313304916,TV Submitted,PONUMBER,13809212969,19322.0
TV-406670525A-406670526A71315676N,25072024,3103558412,TV Submitted,PONUMBER,13809212969,19322.0
TV-406671536A-406671537A3210846N,25072024,3056638470,TV Submitted,PONUMBER,13809219455,19409.0
TV-406655632A-406655633A13013881N,25072024,3103524412,TV Submitted,PONUMBER,13809199698,19126.0
TV-406655543A-406655691A12468421N,25072024,3103524843,TV Submitted,PONUMBER,13809255865,19836.0
TV-406655895A-406655896A2232376N,25072024,3103524257,TV Submitted,PONUMBER,13809195818,18835.0
TV-406656028A-406656029A2232376N,25072024,3103524224,TV Submitted,PONUMBER,13809195722,18826.0
TV-406656182A-406656183A2232376N,25072024,3103524622,TV Submitted,PONUMBER,13809198520,19036.0
TV-406656730A-406656731A2232376N,25072024,3103525788,TV Submitted,PONUMBER,13809199197,19102.0
TV-406656759A-406656760A11654601N,25072024,2450747532,TV Submitted,PONUMBER,13809168108,18473.0
TV-406608886A-406608887A2557675N,25072024,3103428899,TV Submitted,PONUMBER,13809213271,19327.0
TV-406608896A-406608897A11653481N,25072024,3103428296,TV Submitted,PONUMBER,13809206168,19242.0
TV-406608985A-406608986A8847752N,25072024,3103428884,TV Submitted,PONUMBER,13809215525,19364.0
TV-406670327A-406670328A14986921N,25072024,3103553992,TV Submitted,PONUMBER,13809255901,19871.0
TV-406679984A-406679991A11348831N,25072024,3103578606,TV Submitted,PONUMBER,13809255919,19889.0
TV-406679984A-406679991A19569371N,25072024,3103580974,TV Submitted,PONUMBER,13809255919,19889.0
TV-406680036A-406680037A14942N,25072024,3103579209,TV Submitted,PONUMBER,13809255920,19890.0
TV-406681442A-406681449A10242181N,25072024,3103582456,TV Submitted,PONUMBER,13809255922,19892.0
TV-406681442A-406681449A14986921N,25072024,3103582463,TV Submitted,PONUMBER,13809255922,19892.0
TV-406661315A-406661316A19569211N,25072024,3103536850,TV Submitted,PONUMBER,13809177160,18570.0
TV-406661786A-406661787A8848722N,25072024,3042272040,TV Submitted,PONUMBER,13809208803,19277.0
TV-406661786A-406661787A71315676N,25072024,3042272044,TV Submitted,PONUMBER,13809208803,19277.0
TV-406662096A-406662097A3210856N,25072024,3103537999,TV Submitted,PONUMBER,13809170242,18499.0
TV-406662127A-406662128A50031632N,25072024,3103538772,TV Submitted,PONUMBER,13809255888,19859.0
TV-406662360A-406662361A3210856N,25072024,3051514769,TV Submitted,PONUMBER,13725859247,18730.0
TV-406662127A-406662128A12468421N,25072024,3103538770,TV Submitted,PONUMBER,13809255888,19859.0
TV-406661741A-406661742A18007451N,25072024,3103538859,TV Submitted,PONUMBER,13809211149,19305.0
TV-406661741A-406661742A2386276N,25072024,3103538877,TV Submitted,PONUMBER,13809211149,19305.0
TV-406662057A-406662058A9439253N,25072024,3103538807,TV Submitted,PONUMBER,13809178689,18591.0
TV-406662127A-406662128A4436345N,25072024,3103538771,TV Submitted,PONUMBER,13809255888,19859.0
TV-406662127A-406662128A9441983N,25072024,3103538776,TV Submitted,PONUMBER,13809255888,19859.0
TV-406679409A-406679410A19569211N,25072024,3103577431,TV Submitted,PONUMBER,13809212377,19318.0
TV-406666313A-406666314A11654551N,25072024,2975218258,TV Submitted,PONUMBER,13809226859,19486.0
TV-406666431A-406666432A25947664N,25072024,3103549037,TV Submitted,PONUMBER,13809183564,18652.0
TV-406666684A-406666685A8901882N,25072024,2606749374,TV Submitted,PONUMBER,13809217918,19392.0
TV-406666925A-406666926A2232376N,25072024,3103548678,TV Submitted,PONUMBER,13809195915,18848.0
TV-406616385A-406616441A9187572N,25072024,3103447934,TV Submitted,PONUMBER,13809255805,19778.0
TV-406616746A-406616747A8847782N,25072024,3103454053,TV Submitted,PONUMBER,13809168440,18475.0
TV-406644865A-406644866A25946604N,25072024,3103499096,TV Submitted,PONUMBER,13809204982,19229.0
TV-406644886A-406644887A10242181N,25072024,3103496543,TV Submitted,PONUMBER,13809255842,19815.0
TV-406652668A-406652970A4436345N,25072024,3103519821,TV Submitted,PONUMBER,13809255858,19830.0
TV-406652890A-406652891A18007451N,25072024,3103517018,TV Submitted,PONUMBER,13809185779,18680.0
TV-406652953A-406652954A26607424N,25072024,3103516828,TV Submitted,PONUMBER,13809215934,19370.0
TV-406652668A-406652970A12468421N,25072024,3103519820,TV Submitted,PONUMBER,13809255858,19830.0
TV-406652668A-406652970A19569211N,25072024,3103519823,TV Submitted,PONUMBER,13809255858,19830.0
TV-406652668A-406652970A9441983N,25072024,3103519825,TV Submitted,PONUMBER,13809255858,19830.0
TV-406652668A-406652970A9439413N,25072024,3103519826,TV Submitted,PONUMBER,13809255858,19830.0
TV-406653122A-406653123A3210856N,25072024,3103517498,TV Submitted,PONUMBER,13809217864,19391.0
TV-406653304A-406653305A11348831N,25072024,3103517044,TV Submitted,PONUMBER,13809255859,19831.0
TV-406653304A-406653305A19569371N,25072024,3103518543,TV Submitted,PONUMBER,13809255859,19831.0
TV-406653304A-406653305A4436345N,25072024,3103518549,TV Submitted,PONUMBER,13809255859,19831.0
TV-406653607A-406653608A2232376N,25072024,3103517713,TV Submitted,PONUMBER,13809198318,19026.0
TV-406519435A-406519436A10242181N,24072024,3103341115,TV Submitted,PONUMBER,13792957194,18714.0
TV-406631515A-406631516A8847682N,25072024,3103465075,TV Submitted,PONUMBER,13809204633,19222.0
TV-406631584A-406631585A8847422N,25072024,2916970001,TV Submitted,PONUMBER,13809219305,19406.0
TV-406633277A-406633278A10242181P,25072024,129703743,TV Submitted,PONUMBER,13809174466,18540.0
TV-406666054A-406666055A8901882P,25072024,127530370,TV Submitted,PONUMBER,13809195905,18845.0
TV-406666054A-406666055A40057212P,25072024,2583082145,TV Submitted,PONUMBER,13809195905,18845.0
TV-406666054A-406666055A10242181P,25072024,2583083217,TV Submitted,PONUMBER,13809195905,18845.0
TV-406615834A-406615835A10242181N,25072024,3011646663,TV Submitted,PONUMBER,13809233491,19550.0
TV-406615834A-406615835A10242181N,25072024,3011646663,TV Submitted,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406615834A-406615835A9187902N,25072024,3062860913,TV Submitted,PONUMBER,13809233491,19550.0
TV-406615834A-406615835A9187902N,25072024,3062860913,TV Submitted,GENERICATTRIBUTE7,Main Plan Cease in 30 days,
TV-406614714A-406614717A11654611N,25072024,2810799547,TV Submitted,PONUMBER,13809224384,19456.0
